province;red;green;blue;x;x
10104;162;40;1;NAME;x
10105;163;40;1;NAME;x
10106;164;40;1;NAME;x
10107;165;40;1;NAME;x
10108;166;40;1;NAME;x
10109;167;40;1;NAME;x
10110;168;40;1;NAME;x
10111;169;40;1;NAME;x
10112;170;40;1;NAME;x
10113;171;40;1;NAME;x
10114;172;40;1;NAME;x
10115;173;40;1;NAME;x
10116;174;40;1;NAME;x
10117;175;40;1;NAME;x
10118;176;40;1;NAME;x
10119;177;40;1;NAME;x
10120;178;40;1;NAME;x
10121;179;40;1;NAME;x
10122;180;40;1;NAME;x
10123;181;40;1;NAME;x
10124;182;40;1;NAME;x
10125;183;40;1;NAME;x
10126;184;40;1;NAME;x
10127;185;40;1;NAME;x
10128;186;40;1;NAME;x
10129;187;40;1;NAME;x
10130;188;40;1;NAME;x
10131;189;40;1;NAME;x
10132;190;40;1;NAME;x
10133;191;40;1;NAME;x
10134;192;40;1;NAME;x
10135;193;40;1;NAME;x
10136;194;40;1;NAME;x
10137;195;40;1;NAME;x
10138;196;40;1;NAME;x
10139;197;40;1;NAME;x
10140;198;40;1;NAME;x
10141;199;40;1;NAME;x
10142;200;40;1;NAME;x
10143;201;40;1;NAME;x
10144;202;40;1;NAME;x
10145;203;40;1;NAME;x
10146;204;40;1;NAME;x
10147;205;40;1;NAME;x
10148;206;40;1;NAME;x
10149;207;40;1;NAME;x
10150;208;40;1;NAME;x
10151;209;40;1;NAME;x
10152;210;40;1;NAME;x
10153;211;40;1;NAME;x
10154;212;40;1;NAME;x
10155;213;40;1;NAME;x
10156;214;40;1;NAME;x
10157;215;40;1;NAME;x
10158;216;40;1;NAME;x
10159;217;40;1;NAME;x
10160;218;40;1;NAME;x
10161;219;40;1;NAME;x
10162;220;40;1;NAME;x
10163;221;40;1;NAME;x
10164;222;40;1;NAME;x
10165;223;40;1;NAME;x
10166;224;40;1;NAME;x
10167;225;40;1;NAME;x
10168;226;40;1;NAME;x
10169;227;40;1;NAME;x
10170;228;40;1;NAME;x
10171;229;40;1;NAME;x
10172;230;40;1;NAME;x
10173;231;40;1;NAME;x
10174;232;40;1;NAME;x
10175;233;40;1;NAME;x
10176;234;40;1;NAME;x
10177;235;40;1;NAME;x
10178;236;40;1;NAME;x
10179;237;40;1;NAME;x
10180;238;40;1;NAME;x
10181;239;40;1;NAME;x
10182;240;40;1;NAME;x
10183;241;40;1;NAME;x
10184;242;40;1;NAME;x
10185;243;40;1;NAME;x
10186;244;40;1;NAME;x
10187;245;40;1;NAME;x
10188;246;40;1;NAME;x
10189;247;40;1;NAME;x
10190;248;40;1;NAME;x
10191;249;40;1;NAME;x
10192;250;40;1;NAME;x
10193;251;40;1;NAME;x
10194;252;40;1;NAME;x
10195;253;40;1;NAME;x
10196;254;40;1;NAME;x
10197;255;40;1;NAME;x
10198;1;41;1;NAME;x
10199;2;41;1;NAME;x
10200;3;41;1;NAME;x
10201;4;41;1;NAME;x
10202;5;41;1;NAME;x
10203;6;41;1;NAME;x
10204;7;41;1;NAME;x
10205;8;41;1;NAME;x
10206;9;41;1;NAME;x
10207;10;41;1;NAME;x
10208;11;41;1;NAME;x
10209;12;41;1;NAME;x
10210;13;41;1;NAME;x
10211;14;41;1;NAME;x
10212;15;41;1;NAME;x
10213;16;41;1;NAME;x
10214;17;41;1;NAME;x
10215;18;41;1;NAME;x
10216;19;41;1;NAME;x
10217;20;41;1;NAME;x
10218;21;41;1;NAME;x
10219;22;41;1;NAME;x
10220;23;41;1;NAME;x
10221;24;41;1;NAME;x
10222;25;41;1;NAME;x
10223;26;41;1;NAME;x
10224;27;41;1;NAME;x
10225;28;41;1;NAME;x
10226;29;41;1;NAME;x
10227;30;41;1;NAME;x
10228;31;41;1;NAME;x
10229;32;41;1;NAME;x
10230;33;41;1;NAME;x
10231;34;41;1;NAME;x
10232;35;41;1;NAME;x
10233;36;41;1;NAME;x
10234;37;41;1;NAME;x
10235;38;41;1;NAME;x
10236;39;41;1;NAME;x
10237;40;41;1;NAME;x
10238;41;41;1;NAME;x
10239;42;41;1;NAME;x
10240;43;41;1;NAME;x
10241;44;41;1;NAME;x
10242;45;41;1;NAME;x
10243;46;41;1;NAME;x
10244;47;41;1;NAME;x
10245;48;41;1;NAME;x
10246;49;41;1;NAME;x
10247;50;41;1;NAME;x
10248;51;41;1;NAME;x
10249;52;41;1;NAME;x
10250;53;41;1;NAME;x
10251;54;41;1;NAME;x
10252;55;41;1;NAME;x
10253;56;41;1;NAME;x
10254;57;41;1;NAME;x
10255;58;41;1;NAME;x
10256;59;41;1;NAME;x
10257;60;41;1;NAME;x
10258;61;41;1;NAME;x
10259;62;41;1;NAME;x
10260;63;41;1;NAME;x
10261;64;41;1;NAME;x
10262;65;41;1;NAME;x
10263;66;41;1;NAME;x
10264;67;41;1;NAME;x
10265;68;41;1;NAME;x
10266;69;41;1;NAME;x
10267;70;41;1;NAME;x
10268;71;41;1;NAME;x
10269;72;41;1;NAME;x
10270;73;41;1;NAME;x
10271;74;41;1;NAME;x
10272;75;41;1;NAME;x
10273;76;41;1;NAME;x
10274;77;41;1;NAME;x
10275;78;41;1;NAME;x
10276;79;41;1;NAME;x
10277;80;41;1;NAME;x
10278;81;41;1;NAME;x
10279;82;41;1;NAME;x
10280;83;41;1;NAME;x
10281;84;41;1;NAME;x
10282;85;41;1;NAME;x
10283;86;41;1;NAME;x
10284;87;41;1;NAME;x
10285;88;41;1;NAME;x
10286;89;41;1;NAME;x
10287;90;41;1;NAME;x
10288;91;41;1;NAME;x
10289;92;41;1;NAME;x
10290;93;41;1;NAME;x
10291;94;41;1;NAME;x
10292;95;41;1;NAME;x
10293;96;41;1;NAME;x
10294;97;41;1;NAME;x
10295;98;41;1;NAME;x
10296;99;41;1;NAME;x
10297;100;41;1;NAME;x
10298;101;41;1;NAME;x
10299;102;41;1;NAME;x
10300;103;41;1;NAME;x
10301;104;41;1;NAME;x
10302;105;41;1;NAME;x
10303;106;41;1;NAME;x
10304;107;41;1;NAME;x
10305;108;41;1;NAME;x
10306;109;41;1;NAME;x
10307;110;41;1;NAME;x
10308;111;41;1;NAME;x
10309;112;41;1;NAME;x
10310;113;41;1;NAME;x
10311;114;41;1;NAME;x
10312;115;41;1;NAME;x
10313;116;41;1;NAME;x
10314;117;41;1;NAME;x
10315;118;41;1;NAME;x
10316;119;41;1;NAME;x
10317;120;41;1;NAME;x
10318;121;41;1;NAME;x
10319;122;41;1;NAME;x
10320;123;41;1;NAME;x
10321;124;41;1;NAME;x
10322;125;41;1;NAME;x
10323;126;41;1;NAME;x
10324;127;41;1;NAME;x
10325;128;41;1;NAME;x
10326;129;41;1;NAME;x
10327;130;41;1;NAME;x
10328;131;41;1;NAME;x
10329;132;41;1;NAME;x
10330;133;41;1;NAME;x
10331;134;41;1;NAME;x
10332;135;41;1;NAME;x
10333;136;41;1;NAME;x
10334;137;41;1;NAME;x
10335;138;41;1;NAME;x
10336;139;41;1;NAME;x
10337;140;41;1;NAME;x
10338;141;41;1;NAME;x
10339;142;41;1;NAME;x
10340;143;41;1;NAME;x
10341;144;41;1;NAME;x
10342;145;41;1;NAME;x
10343;146;41;1;NAME;x
10344;147;41;1;NAME;x
10345;148;41;1;NAME;x
10346;149;41;1;NAME;x
10347;150;41;1;NAME;x
10348;151;41;1;NAME;x
10349;152;41;1;NAME;x
10350;153;41;1;NAME;x
10351;154;41;1;NAME;x
10352;155;41;1;NAME;x
10353;156;41;1;NAME;x
10354;157;41;1;NAME;x
10355;158;41;1;NAME;x
10356;159;41;1;NAME;x
10357;160;41;1;NAME;x
10358;161;41;1;NAME;x
10359;162;41;1;NAME;x
10360;163;41;1;NAME;x
10361;164;41;1;NAME;x
10362;165;41;1;NAME;x
10363;166;41;1;NAME;x
10364;167;41;1;NAME;x
10365;168;41;1;NAME;x
10366;169;41;1;NAME;x
10367;170;41;1;NAME;x
10368;171;41;1;NAME;x
10369;172;41;1;NAME;x
10370;173;41;1;NAME;x
10371;174;41;1;NAME;x
10372;175;41;1;NAME;x
10373;176;41;1;NAME;x
10374;177;41;1;NAME;x
10375;178;41;1;NAME;x
10376;179;41;1;NAME;x
10377;180;41;1;NAME;x
10378;181;41;1;NAME;x
10379;182;41;1;NAME;x
10380;183;41;1;NAME;x
10381;184;41;1;NAME;x
10382;185;41;1;NAME;x
10383;186;41;1;NAME;x
10384;187;41;1;NAME;x
10385;188;41;1;NAME;x
10386;189;41;1;NAME;x
10387;190;41;1;NAME;x
10388;191;41;1;NAME;x
10389;192;41;1;NAME;x
10390;193;41;1;NAME;x
10391;194;41;1;NAME;x
10392;195;41;1;NAME;x
10393;196;41;1;NAME;x
10394;197;41;1;NAME;x
10395;198;41;1;NAME;x
10396;199;41;1;NAME;x
10397;200;41;1;NAME;x
10398;201;41;1;NAME;x
10399;202;41;1;NAME;x
10400;203;41;1;NAME;x
10401;204;41;1;NAME;x
10402;205;41;1;NAME;x
10403;206;41;1;NAME;x
10404;207;41;1;NAME;x
10405;208;41;1;NAME;x
10406;209;41;1;NAME;x
10407;210;41;1;NAME;x
10408;211;41;1;NAME;x
10409;212;41;1;NAME;x
10410;213;41;1;NAME;x
10411;214;41;1;NAME;x
10412;215;41;1;NAME;x
10413;216;41;1;NAME;x
10414;217;41;1;NAME;x
10415;218;41;1;NAME;x
10416;219;41;1;NAME;x
10417;220;41;1;NAME;x
10418;221;41;1;NAME;x
10419;222;41;1;NAME;x
10420;223;41;1;NAME;x
10421;224;41;1;NAME;x
10422;225;41;1;NAME;x
10423;226;41;1;NAME;x
10424;227;41;1;NAME;x
10425;228;41;1;NAME;x
10426;229;41;1;NAME;x
10427;230;41;1;NAME;x
10428;231;41;1;NAME;x
10429;232;41;1;NAME;x
10430;233;41;1;NAME;x
10431;234;41;1;NAME;x
10432;235;41;1;NAME;x
10433;236;41;1;NAME;x
10434;237;41;1;NAME;x
10435;238;41;1;NAME;x
10436;239;41;1;NAME;x
10437;240;41;1;NAME;x
10438;241;41;1;NAME;x
10439;242;41;1;NAME;x
10440;243;41;1;NAME;x
10441;244;41;1;NAME;x
10442;245;41;1;NAME;x
10443;246;41;1;NAME;x
10444;247;41;1;NAME;x
10445;248;41;1;NAME;x
10446;249;41;1;NAME;x
10447;250;41;1;NAME;x
10448;251;41;1;NAME;x
10449;252;41;1;NAME;x
10450;253;41;1;NAME;x
10451;254;41;1;NAME;x
10452;255;41;1;NAME;x
10453;1;42;1;NAME;x
10454;2;42;1;NAME;x
10455;3;42;1;NAME;x
10456;4;42;1;NAME;x
10457;5;42;1;NAME;x
10458;6;42;1;NAME;x
10459;7;42;1;NAME;x
10460;8;42;1;NAME;x
10461;9;42;1;NAME;x
10462;10;42;1;NAME;x
10463;11;42;1;NAME;x
10464;12;42;1;NAME;x
10465;13;42;1;NAME;x
10466;14;42;1;NAME;x
10467;15;42;1;NAME;x
10468;16;42;1;NAME;x
10469;17;42;1;NAME;x
10470;18;42;1;NAME;x
10471;19;42;1;NAME;x
10472;20;42;1;NAME;x
10473;21;42;1;NAME;x
10474;22;42;1;NAME;x
10475;23;42;1;NAME;x
10476;24;42;1;NAME;x
10477;25;42;1;NAME;x
10478;26;42;1;NAME;x
10479;27;42;1;NAME;x
10480;28;42;1;NAME;x
10481;29;42;1;NAME;x
10482;30;42;1;NAME;x
10483;31;42;1;NAME;x
10484;32;42;1;NAME;x
10485;33;42;1;NAME;x
10486;34;42;1;NAME;x
10487;35;42;1;NAME;x
10488;36;42;1;NAME;x
10489;37;42;1;NAME;x
10490;38;42;1;NAME;x
10491;39;42;1;NAME;x
10492;40;42;1;NAME;x
10493;41;42;1;NAME;x
10494;42;42;1;NAME;x
10495;43;42;1;NAME;x
10496;44;42;1;NAME;x
10497;45;42;1;NAME;x
10498;46;42;1;NAME;x
10499;47;42;1;NAME;x
10500;48;42;1;NAME;x
10501;49;42;1;NAME;x
10502;50;42;1;NAME;x
10503;51;42;1;NAME;x
10504;52;42;1;NAME;x
10505;53;42;1;NAME;x
10506;54;42;1;NAME;x
10507;55;42;1;NAME;x
10508;56;42;1;NAME;x
10509;57;42;1;NAME;x
10510;58;42;1;NAME;x
10511;59;42;1;NAME;x
10512;60;42;1;NAME;x
10513;61;42;1;NAME;x
10514;62;42;1;NAME;x
10515;63;42;1;NAME;x
10516;64;42;1;NAME;x
10517;65;42;1;NAME;x
10518;66;42;1;NAME;x
10519;67;42;1;NAME;x
10520;68;42;1;NAME;x
10521;69;42;1;NAME;x
10522;70;42;1;NAME;x
10523;71;42;1;NAME;x
10524;72;42;1;NAME;x
10525;73;42;1;NAME;x
10526;74;42;1;NAME;x
10527;75;42;1;NAME;x
10528;76;42;1;NAME;x
10529;77;42;1;NAME;x
10530;78;42;1;NAME;x
10531;79;42;1;NAME;x
10532;80;42;1;NAME;x
10533;81;42;1;NAME;x
10534;82;42;1;NAME;x
10535;83;42;1;NAME;x
10536;84;42;1;NAME;x
10537;85;42;1;NAME;x
10538;86;42;1;NAME;x
10539;87;42;1;NAME;x
10540;88;42;1;NAME;x
10541;89;42;1;NAME;x
10542;90;42;1;NAME;x
10543;91;42;1;NAME;x
10544;92;42;1;NAME;x
10545;93;42;1;NAME;x
10546;94;42;1;NAME;x
10547;95;42;1;NAME;x
10548;96;42;1;NAME;x
10549;97;42;1;NAME;x
10550;98;42;1;NAME;x
10551;99;42;1;NAME;x
10552;100;42;1;NAME;x
10553;101;42;1;NAME;x
10554;102;42;1;NAME;x
10555;103;42;1;NAME;x
10556;104;42;1;NAME;x
10557;105;42;1;NAME;x
10558;106;42;1;NAME;x
10559;107;42;1;NAME;x
10560;108;42;1;NAME;x
10561;109;42;1;NAME;x
10562;110;42;1;NAME;x
10563;111;42;1;NAME;x
10564;112;42;1;NAME;x
10565;113;42;1;NAME;x
10566;114;42;1;NAME;x
10567;115;42;1;NAME;x
10568;116;42;1;NAME;x
10569;117;42;1;NAME;x
10570;118;42;1;NAME;x
10571;119;42;1;NAME;x
10572;120;42;1;NAME;x
10573;121;42;1;NAME;x
10574;122;42;1;NAME;x
10575;123;42;1;NAME;x
10576;124;42;1;NAME;x
10577;125;42;1;NAME;x
10578;126;42;1;NAME;x
10579;127;42;1;NAME;x
10580;128;42;1;NAME;x
10581;129;42;1;NAME;x
10582;130;42;1;NAME;x
10583;131;42;1;NAME;x
10584;132;42;1;NAME;x
10585;133;42;1;NAME;x
10586;134;42;1;NAME;x
10587;135;42;1;NAME;x
10588;136;42;1;NAME;x
10589;137;42;1;NAME;x
10590;138;42;1;NAME;x
10591;139;42;1;NAME;x
10592;140;42;1;NAME;x
10593;141;42;1;NAME;x
10594;142;42;1;NAME;x
10595;143;42;1;NAME;x
10596;144;42;1;NAME;x
10597;145;42;1;NAME;x
10598;146;42;1;NAME;x
10599;147;42;1;NAME;x
10600;148;42;1;NAME;x
10601;149;42;1;NAME;x
10602;150;42;1;NAME;x
10603;151;42;1;NAME;x
10604;152;42;1;NAME;x
10605;153;42;1;NAME;x
10606;154;42;1;NAME;x
10607;155;42;1;NAME;x
10608;156;42;1;NAME;x
10609;157;42;1;NAME;x
10610;158;42;1;NAME;x
10611;159;42;1;NAME;x
10612;160;42;1;NAME;x
10613;161;42;1;NAME;x
10614;162;42;1;NAME;x
10615;163;42;1;NAME;x
10616;164;42;1;NAME;x
10617;165;42;1;NAME;x
10618;166;42;1;NAME;x
10619;167;42;1;NAME;x
10620;168;42;1;NAME;x
10621;169;42;1;NAME;x
10622;170;42;1;NAME;x
10623;171;42;1;NAME;x
10624;172;42;1;NAME;x
10625;173;42;1;NAME;x
10626;174;42;1;NAME;x
10627;175;42;1;NAME;x
10628;176;42;1;NAME;x
10629;177;42;1;NAME;x
10630;178;42;1;NAME;x
10631;179;42;1;NAME;x
10632;180;42;1;NAME;x
10633;181;42;1;NAME;x
10634;182;42;1;NAME;x
10635;183;42;1;NAME;x
10636;184;42;1;NAME;x
10637;185;42;1;NAME;x
10638;186;42;1;NAME;x
10639;187;42;1;NAME;x
10640;188;42;1;NAME;x
10641;189;42;1;NAME;x
10642;190;42;1;NAME;x
10643;191;42;1;NAME;x
10644;192;42;1;NAME;x
10645;193;42;1;NAME;x
10646;194;42;1;NAME;x
10647;195;42;1;NAME;x
10648;196;42;1;NAME;x
10649;197;42;1;NAME;x
10650;198;42;1;NAME;x
10651;199;42;1;NAME;x
10652;200;42;1;NAME;x
10653;201;42;1;NAME;x
10654;202;42;1;NAME;x
10655;203;42;1;NAME;x
10656;204;42;1;NAME;x
10657;205;42;1;NAME;x
10658;206;42;1;NAME;x
10659;207;42;1;NAME;x
10660;208;42;1;NAME;x
10661;209;42;1;NAME;x
10662;210;42;1;NAME;x
10663;211;42;1;NAME;x
10664;212;42;1;NAME;x
10665;213;42;1;NAME;x
10666;214;42;1;NAME;x
10667;215;42;1;NAME;x
10668;216;42;1;NAME;x
10669;217;42;1;NAME;x
10670;218;42;1;NAME;x
10671;219;42;1;NAME;x
10672;220;42;1;NAME;x
10673;221;42;1;NAME;x
10674;222;42;1;NAME;x
10675;223;42;1;NAME;x
10676;224;42;1;NAME;x
10677;225;42;1;NAME;x
10678;226;42;1;NAME;x
10679;227;42;1;NAME;x
10680;228;42;1;NAME;x
10681;229;42;1;NAME;x
10682;230;42;1;NAME;x
10683;231;42;1;NAME;x
10684;232;42;1;NAME;x
10685;233;42;1;NAME;x
10686;234;42;1;NAME;x
10687;235;42;1;NAME;x
10688;236;42;1;NAME;x
10689;237;42;1;NAME;x
10690;238;42;1;NAME;x
10691;239;42;1;NAME;x
10692;240;42;1;NAME;x
10693;241;42;1;NAME;x
10694;242;42;1;NAME;x
10695;243;42;1;NAME;x
10696;244;42;1;NAME;x
10697;245;42;1;NAME;x
10698;246;42;1;NAME;x
10699;247;42;1;NAME;x
10700;248;42;1;NAME;x
10701;249;42;1;NAME;x
10702;250;42;1;NAME;x
10703;251;42;1;NAME;x
10704;252;42;1;NAME;x
10705;253;42;1;NAME;x
10706;254;42;1;NAME;x
10707;255;42;1;NAME;x
10708;1;43;1;NAME;x
10709;2;43;1;NAME;x
10710;3;43;1;NAME;x
10711;4;43;1;NAME;x
10712;5;43;1;NAME;x
10713;6;43;1;NAME;x
10714;7;43;1;NAME;x
10715;8;43;1;NAME;x
10716;9;43;1;NAME;x
10717;10;43;1;NAME;x
10718;11;43;1;NAME;x
10719;12;43;1;NAME;x
10720;13;43;1;NAME;x
10721;14;43;1;NAME;x
10722;15;43;1;NAME;x
10723;16;43;1;NAME;x
10724;17;43;1;NAME;x
10725;18;43;1;NAME;x
10726;19;43;1;NAME;x
10727;20;43;1;NAME;x
10728;21;43;1;NAME;x
10729;22;43;1;NAME;x
10730;23;43;1;NAME;x
10731;24;43;1;NAME;x
10732;25;43;1;NAME;x
10733;26;43;1;NAME;x
10734;27;43;1;NAME;x
10735;28;43;1;NAME;x
10736;29;43;1;NAME;x
10737;30;43;1;NAME;x
10738;31;43;1;NAME;x
10739;32;43;1;NAME;x
10740;33;43;1;NAME;x
10741;34;43;1;NAME;x
10742;35;43;1;NAME;x
10743;36;43;1;NAME;x
10744;37;43;1;NAME;x
10745;38;43;1;NAME;x
10746;39;43;1;NAME;x
10747;40;43;1;NAME;x
10748;41;43;1;NAME;x
10749;42;43;1;NAME;x
10750;43;43;1;NAME;x
10751;44;43;1;NAME;x
10752;45;43;1;NAME;x
10753;46;43;1;NAME;x
10754;47;43;1;NAME;x
10755;48;43;1;NAME;x
10756;49;43;1;NAME;x
10757;50;43;1;NAME;x
10758;51;43;1;NAME;x
10759;52;43;1;NAME;x
10760;53;43;1;NAME;x
10761;54;43;1;NAME;x
10762;55;43;1;NAME;x
10763;56;43;1;NAME;x
10764;57;43;1;NAME;x
10765;58;43;1;NAME;x
10766;59;43;1;NAME;x
10767;60;43;1;NAME;x
10768;61;43;1;NAME;x
10769;62;43;1;NAME;x
10770;63;43;1;NAME;x
10771;64;43;1;NAME;x
10772;65;43;1;NAME;x
10773;66;43;1;NAME;x
10774;67;43;1;NAME;x
10775;68;43;1;NAME;x
10776;69;43;1;NAME;x
10777;70;43;1;NAME;x
10778;71;43;1;NAME;x
10779;72;43;1;NAME;x
10780;73;43;1;NAME;x
10781;74;43;1;NAME;x
10782;75;43;1;NAME;x
10783;76;43;1;NAME;x
10784;77;43;1;NAME;x
10785;78;43;1;NAME;x
10786;79;43;1;NAME;x
10787;80;43;1;NAME;x
10788;81;43;1;NAME;x
10789;82;43;1;NAME;x
10790;83;43;1;NAME;x
10791;84;43;1;NAME;x
10792;85;43;1;NAME;x
10793;86;43;1;NAME;x
10794;87;43;1;NAME;x
10795;88;43;1;NAME;x
10796;89;43;1;NAME;x
10797;90;43;1;NAME;x
10798;91;43;1;NAME;x
10799;92;43;1;NAME;x
10800;93;43;1;NAME;x
10801;94;43;1;NAME;x
10802;95;43;1;NAME;x
10803;96;43;1;NAME;x
10804;97;43;1;NAME;x
10805;98;43;1;NAME;x
10806;99;43;1;NAME;x
10807;100;43;1;NAME;x
10808;101;43;1;NAME;x
10809;102;43;1;NAME;x
10810;103;43;1;NAME;x
10811;104;43;1;NAME;x
10812;105;43;1;NAME;x
10813;106;43;1;NAME;x
10814;107;43;1;NAME;x
10815;108;43;1;NAME;x
10816;109;43;1;NAME;x
10817;110;43;1;NAME;x
10818;111;43;1;NAME;x
10819;112;43;1;NAME;x
10820;113;43;1;NAME;x
10821;114;43;1;NAME;x
10822;115;43;1;NAME;x
10823;116;43;1;NAME;x
10824;117;43;1;NAME;x
10825;118;43;1;NAME;x
10826;119;43;1;NAME;x
10827;120;43;1;NAME;x
10828;121;43;1;NAME;x
10829;122;43;1;NAME;x
10830;123;43;1;NAME;x
10831;124;43;1;NAME;x
10832;125;43;1;NAME;x
10833;126;43;1;NAME;x
10834;127;43;1;NAME;x
10835;128;43;1;NAME;x
10836;129;43;1;NAME;x
10837;130;43;1;NAME;x
10838;131;43;1;NAME;x
10839;132;43;1;NAME;x
10840;133;43;1;NAME;x
10841;134;43;1;NAME;x
10842;135;43;1;NAME;x
10843;136;43;1;NAME;x
10844;137;43;1;NAME;x
10845;138;43;1;NAME;x
10846;139;43;1;NAME;x
10847;140;43;1;NAME;x
10848;141;43;1;NAME;x
10849;142;43;1;NAME;x
10850;143;43;1;NAME;x
10851;144;43;1;NAME;x
10852;145;43;1;NAME;x
10853;146;43;1;NAME;x
10854;147;43;1;NAME;x
10855;148;43;1;NAME;x
10856;149;43;1;NAME;x
10857;150;43;1;NAME;x
10858;151;43;1;NAME;x
10859;152;43;1;NAME;x
10860;153;43;1;NAME;x
10861;154;43;1;NAME;x
10862;155;43;1;NAME;x
10863;156;43;1;NAME;x
10864;157;43;1;NAME;x
10865;158;43;1;NAME;x
10866;159;43;1;NAME;x
10867;160;43;1;NAME;x
10868;161;43;1;NAME;x
10869;162;43;1;NAME;x
10870;163;43;1;NAME;x
10871;164;43;1;NAME;x
10872;165;43;1;NAME;x
10873;166;43;1;NAME;x
10874;167;43;1;NAME;x
10875;168;43;1;NAME;x
10876;169;43;1;NAME;x
10877;170;43;1;NAME;x
10878;171;43;1;NAME;x
10879;172;43;1;NAME;x
10880;173;43;1;NAME;x
10881;174;43;1;NAME;x
10882;175;43;1;NAME;x
10883;176;43;1;NAME;x
10884;177;43;1;NAME;x
10885;178;43;1;NAME;x
10886;179;43;1;NAME;x
10887;180;43;1;NAME;x
10888;181;43;1;NAME;x
10889;182;43;1;NAME;x
10890;183;43;1;NAME;x
10891;184;43;1;NAME;x
10892;185;43;1;NAME;x
10893;186;43;1;NAME;x
10894;187;43;1;NAME;x
10895;188;43;1;NAME;x
10896;189;43;1;NAME;x
10897;190;43;1;NAME;x
10898;191;43;1;NAME;x
10899;192;43;1;NAME;x
10900;193;43;1;NAME;x
10901;194;43;1;NAME;x
10902;195;43;1;NAME;x
10903;196;43;1;NAME;x
10904;197;43;1;NAME;x
10905;198;43;1;NAME;x
10906;199;43;1;NAME;x
10907;200;43;1;NAME;x
10908;201;43;1;NAME;x
10909;202;43;1;NAME;x
10910;203;43;1;NAME;x
10911;204;43;1;NAME;x
10912;205;43;1;NAME;x
10913;206;43;1;NAME;x
10914;207;43;1;NAME;x
10915;208;43;1;NAME;x
10916;209;43;1;NAME;x
10917;210;43;1;NAME;x
10918;211;43;1;NAME;x
10919;212;43;1;NAME;x
10920;213;43;1;NAME;x
10921;214;43;1;NAME;x
10922;215;43;1;NAME;x
10923;216;43;1;NAME;x
10924;217;43;1;NAME;x
10925;218;43;1;NAME;x
10926;219;43;1;NAME;x
10927;220;43;1;NAME;x
10928;221;43;1;NAME;x
10929;222;43;1;NAME;x
10930;223;43;1;NAME;x
10931;224;43;1;NAME;x
10932;225;43;1;NAME;x
10933;226;43;1;NAME;x
10934;227;43;1;NAME;x
10935;228;43;1;NAME;x
10936;229;43;1;NAME;x
10937;230;43;1;NAME;x
10938;231;43;1;NAME;x
10939;232;43;1;NAME;x
10940;233;43;1;NAME;x
10941;234;43;1;NAME;x
10942;235;43;1;NAME;x
10943;236;43;1;NAME;x
10944;237;43;1;NAME;x
10945;238;43;1;NAME;x
10946;239;43;1;NAME;x
10947;240;43;1;NAME;x
10948;241;43;1;NAME;x
10949;242;43;1;NAME;x
10950;243;43;1;NAME;x
10951;244;43;1;NAME;x
10952;245;43;1;NAME;x
10953;246;43;1;NAME;x
10954;247;43;1;NAME;x
10955;248;43;1;NAME;x
10956;249;43;1;NAME;x
10957;250;43;1;NAME;x
10958;251;43;1;NAME;x
10959;252;43;1;NAME;x
10960;253;43;1;NAME;x
10961;254;43;1;NAME;x
10962;255;43;1;NAME;x
10963;1;44;1;NAME;x
10964;2;44;1;NAME;x
10965;3;44;1;NAME;x
10966;4;44;1;NAME;x
10967;5;44;1;NAME;x
10968;6;44;1;NAME;x
10969;7;44;1;NAME;x
10970;8;44;1;NAME;x
10971;9;44;1;NAME;x
10972;10;44;1;NAME;x
10973;11;44;1;NAME;x
10974;12;44;1;NAME;x
10975;13;44;1;NAME;x
10976;14;44;1;NAME;x
10977;15;44;1;NAME;x
10978;16;44;1;NAME;x
10979;17;44;1;NAME;x
10980;18;44;1;NAME;x
10981;19;44;1;NAME;x
10982;20;44;1;NAME;x
10983;21;44;1;NAME;x
10984;22;44;1;NAME;x
10985;23;44;1;NAME;x
10986;24;44;1;NAME;x
10987;25;44;1;NAME;x
10988;26;44;1;NAME;x
10989;27;44;1;NAME;x
10990;28;44;1;NAME;x
10991;29;44;1;NAME;x
10992;30;44;1;NAME;x
10993;31;44;1;NAME;x
10994;32;44;1;NAME;x
10995;33;44;1;NAME;x
10996;34;44;1;NAME;x
10997;35;44;1;NAME;x
10998;36;44;1;NAME;x
10999;37;44;1;NAME;x
11000;38;44;1;NAME;x
11001;39;44;1;NAME;x
11002;40;44;1;NAME;x
11003;41;44;1;NAME;x
11004;42;44;1;NAME;x
11005;43;44;1;NAME;x
11006;44;44;1;NAME;x
11007;45;44;1;NAME;x
11008;46;44;1;NAME;x
11009;47;44;1;NAME;x
11010;48;44;1;NAME;x
11011;49;44;1;NAME;x
11012;50;44;1;NAME;x
11013;51;44;1;NAME;x
11014;52;44;1;NAME;x
11015;53;44;1;NAME;x
11016;54;44;1;NAME;x
11017;55;44;1;NAME;x
11018;56;44;1;NAME;x
11019;57;44;1;NAME;x
11020;58;44;1;NAME;x
11021;59;44;1;NAME;x
11022;60;44;1;NAME;x
11023;61;44;1;NAME;x
11024;62;44;1;NAME;x
11025;63;44;1;NAME;x
11026;64;44;1;NAME;x
11027;65;44;1;NAME;x
11028;66;44;1;NAME;x
11029;67;44;1;NAME;x
11030;68;44;1;NAME;x
11031;69;44;1;NAME;x
11032;70;44;1;NAME;x
11033;71;44;1;NAME;x
11034;72;44;1;NAME;x
11035;73;44;1;NAME;x
