segment_id,level,province_count,endpoint_a,endpoint_b,vp_a,vp_b,regional_floor,endpoint_boost,boost_reason,state_a,state_b,owner_a,owner_b,province_list
453,3,2,2160,6241,5,33,3,5,dense_metro,"El Centro, CA",Baja California,SCA,MEX,2160 6241
454,3,11,6241,1952,33,0,3,4,city_link,Baja California,Sonora,MEX,MEX,6241 4048 1646 3226 6282 3006 2317 4371 1859 6345 1952
455,3,16,1952,4206,0,0,3,2,none,Sonora,"Los Mochis, SI",MEX,MEX,1952 3255 6373 1033 6389 3806 3646 6421 3738 2210 6431 6437 2970 6445 2108 4206
456,3,2,6241,6238,33,15,3,4,city_link,Baja California,"Pima, AZ",MEX,AMO,6241 6238
457,2,2,6238,109,15,0,2,2,none,"Pima, AZ","Pima, AZ",AMO,AMO,6238 109
458,2,6,109,4401,0,10,2,2,none,"Pima, AZ","Pima, AZ",AMO,AMO,109 3180 4262 3835 5003 4401
459,3,3,4401,6272,10,30,2,3,regional_city,"Pima, AZ","Tucson, AZ",AMO,AMO,4401 3894 6272
460,5,14,6272,4771,30,33,2,5,dense_metro,"Tucson, AZ","El Paso, TX",AMO,AMF,6272 3936 2428 4668 594 6279 806 6288 3499 2257 6290 6303 889 4771
461,5,3,4771,6332,33,0,2,5,dense_metro,"El Paso, TX","El Paso, TX",AMF,AMF,4771 990 6332
462,5,5,6332,4945,0,0,2,5,dense_metro,"El Paso, TX","Reeves, TX",AMF,AMF,6332 1082 6344 2350 4945
463,2,8,4945,970,0,0,2,2,none,"Reeves, TX","San Angelo, TX",AMF,STX,4945 421 2676 2774 3971 6311 78 970
464,2,2,970,1144,0,0,2,2,none,"San Angelo, TX","Abilene, TX",STX,STX,970 1144
465,5,7,1144,6302,0,40,2,5,dense_metro,"Abilene, TX","Dallas-Fort Worth, TX",STX,STX,1144 3376 2025 3478 767 4584 6302
466,5,2,6157,6147,25,30,2,5,dense_metro,"Los Angeles Metro, CA","Los Angeles Metro, CA",SCA,SCA,6157 6147
467,5,2,6147,1823,30,50,2,5,major_corridor,"Los Angeles Metro, CA","Los Angeles, CA",SCA,SCA,6147 1823
468,5,3,6147,6142,30,25,2,5,dense_metro,"Los Angeles Metro, CA","Los Angeles, CA",SCA,SCA,6147 4290 6142
469,2,2,6100,330,10,0,2,2,none,"Mojave, CA","Sequoia, CA",SCA,SCA,6100 330
470,5,3,5903,4628,0,20,2,5,dense_metro,"San Francisco Metro, CA","San Francisco Metro, CA",SCA,SCA,5903 5893 4628
471,5,3,5903,5921,0,30,2,5,dense_metro,"San Francisco Metro, CA","San Francisco Metro, CA",SCA,SCA,5903 1794 5921
472,2,7,4114,3271,0,0,2,2,none,"Sacremento, CA","Elko, NV",SCA,GBR,4114 5833 3247 4808 2187 709 3271
473,2,6,3271,51,0,15,2,2,none,"Elko, NV","Elko, NV",GBR,GBR,3271 4967 1025 1868 2820 51
474,2,8,51,5850,15,0,2,2,none,"Elko, NV","Salt Lake City, UT",GBR,SUT,51 5818 3654 1064 2378 5835 3322 5850
475,2,4,2357,2643,4,10,2,2,none,"Klamath Falls, OR","Yreka, CA",SOR,SCA,2357 5665 3569 2643
476,5,2,4540,4720,0,50,2,5,major_corridor,"Napa, CA","Sacremento, CA",SCA,SCA,4540 4720
477,2,7,4407,51,10,15,2,2,none,"Ogden, UT","Elko, NV",WAR,GBR,4407 1483 1664 4789 4309 2682 51
478,2,7,2289,3271,0,0,2,2,none,"Susanville, CA","Elko, NV",SCA,GBR,2289 562 1681 5794 3873 1842 3271
479,2,24,2485,751,0,10,2,2,none,"Salem, OR","Pocatello, ID",SOR,WAR,2485 3717 4968 3822 4018 3113 2686 5025 3105 2149 765 4678 2850 5001 5647 2639 4784 4033 1191 2775 5710 1002 3576 751
480,3,4,1658,4779,0,0,3,2,none,"Eastern Okanogan Highlands, WA","Vancouver, BC",SWA,CAN,1658 5418 3800 4779
481,3,6,4779,3221,0,0,3,2,none,"Vancouver, BC","Vancouver, BC",CAN,CAN,4779 492 2547 2064 5379 3221
482,3,3,3221,2173,0,0,3,2,none,"Vancouver, BC",Northern British Columbia,CAN,CAN,3221 682 2173
483,2,7,55,161,0,0,2,2,none,"Missoula, MT","Great Falls, MT",MMS,MMS,55 5540 3484 4443 309 2719 161
484,3,7,2004,282,6,16,2,3,regional_city,"Dillon, MT","Billings, MT",BAR,MMS,2004 2212 1750 1354 1059 4900 282
485,3,7,282,5544,16,0,2,3,regional_city,"Billings, MT","Miles City, MT",MMS,MMS,282 5579 2110 2839 5035 2189 5544
486,2,3,5544,1789,0,0,2,2,none,"Miles City, MT","Butte, MT",MMS,MMS,5544 4984 1789
487,2,3,5544,2728,0,0,2,2,none,"Miles City, MT","Dickinson, ND",MMS,WAR,5544 1229 2728
488,2,13,2728,2875,0,0,2,2,none,"Dickinson, ND","Fargo, ND",WAR,SDA,2728 1364 4516 5567 4753 1717 4306 1641 3369 1599 5597 3002 2875
489,3,14,282,1854,16,0,2,3,regional_city,"Billings, MT","Cheyenne, WY",MMS,DMA,282 2406 3641 1722 1288 5659 3231 678 2763 2705 2706 250 3994 1854
490,4,14,1854,2180,0,35,2,4,city_link,"Cheyenne, WY","Omaha, NE",DMA,OMA,1854 409 4828 4364 2235 1746 2438 1298 326 5829 1575 2836 1316 2180
491,4,2,3786,2180,10,35,2,4,city_link,"Council Bluffs, IA","Omaha, NE",SIA,OMA,3786 2180
492,4,10,2180,1132,35,0,2,4,city_link,"Omaha, NE","Ogallala, NE",OMA,DMA,2180 1044 1061 3472 5884 1363 871 4255 1688 1132
493,2,4,1132,5854,0,10,2,2,none,"Ogallala, NE","Cheyenne, WY",DMA,DMA,1132 8892 8894 5854
494,2,14,5854,536,10,0,2,2,none,"Cheyenne, WY","Evanston, WY",DMA,WAR,5854 3940 2145 5828 771 587 2787 1439 5823 4331 1145 5825 4924 536
495,4,6,536,3142,0,35,2,4,city_link,"Evanston, WY","Salt Lake City, UT",WAR,SUT,536 3040 701 5815 1006 3142
496,2,6,536,5719,0,0,2,2,none,"Evanston, WY","Idaho Falls, ID",WAR,WAR,536 2816 5799 614 2993 5719
497,2,5,1854,5854,0,10,2,2,none,"Cheyenne, WY","Cheyenne, WY",DMA,DMA,1854 2247 511 5837 5854
498,2,4,5854,4467,10,0,2,2,none,"Cheyenne, WY","Fort Morgan, CO",DMA,DMA,5854 4905 2746 4467
499,4,2,4467,1835,0,40,2,4,city_link,"Fort Morgan, CO","Denver, CO",DMA,DMA,4467 1835
500,4,5,1835,2142,40,0,2,4,city_link,"Denver, CO","Trinidad, CO",DMA,LMA,1835 5985 4983 1694 2142
501,2,4,2142,1437,0,0,2,2,none,"Trinidad, CO","Trinidad, CO",LMA,LMA,2142 6050 3939 1437
502,2,8,1437,2579,0,0,2,2,none,"Trinidad, CO","Santa Fe, NM",LMA,AMO,1437 6106 4264 6143 107 4814 573 2579
503,4,14,2180,4832,35,0,2,4,city_link,"Omaha, NE","Fort Morgan, CO",OMA,DMA,2180 2854 763 2248 2931 140 1950 634 1216 5949 8865 3037 1876 4832
504,2,2,4832,4467,0,0,2,2,none,"Fort Morgan, CO","Fort Morgan, CO",DMA,DMA,4832 4467
505,2,4,4832,1132,0,0,2,2,none,"Fort Morgan, CO","Ogallala, NE",DMA,DMA,4832 1882 1357 1132
506,4,2,2180,5878,35,0,2,4,city_link,"Omaha, NE","Council Bluffs, IA",OMA,SIA,2180 5878
507,2,6,5878,648,0,0,2,2,none,"Council Bluffs, IA","Ottumwa, IA",SIA,SIA,5878 1192 4883 691 4734 648
508,2,3,4086,3945,0,0,2,2,none,"Iowa City, IA","Iowa City, IA",SIA,SIA,4086 91 3945
509,2,2,3945,5855,0,0,2,2,none,"Iowa City, IA","Davenport, IA",SIA,SIA,3945 5855
510,2,6,4847,2230,0,0,2,2,none,"Gasconade, MO","Springfield, MO",USM,USM,4847 2500 6049 1521 6084 2230
511,3,2,2230,6102,0,16,2,3,regional_city,"Springfield, MO","Joplin, MO",USM,USM,2230 6102
512,3,4,6102,6070,16,0,2,3,regional_city,"Joplin, MO","Emporia, KS",USM,OMA,6102 3772 4578 6070
513,3,5,6102,6130,16,0,2,3,regional_city,"Joplin, MO","Tulsa, OK",USM,OMA,6102 2882 1253 1476 6130
514,2,7,2230,516,0,0,2,2,none,"Springfield, MO","Jonesboro, AR",USM,AMA,2230 5012 3740 90 2451 4244 516
515,2,4,516,5005,0,0,2,2,none,"Jonesboro, AR","Phillips, AR",AMA,AMA,516 69 1272 5005
516,5,2,5005,3935,0,0,3,5,dense_metro,"Phillips, AR","Memphis, TN",AMA,TMA,5005 3935
517,4,4,3756,4115,35,0,3,4,city_link,"St. Louis, MO","Poplar Bluff, MO",USM,USM,3756 6035 6060 4115
518,2,4,4115,516,0,0,2,2,none,"Poplar Bluff, MO","Jonesboro, AR",USM,AMA,4115 6123 3993 516
519,2,4,516,2803,0,0,2,2,none,"Jonesboro, AR","Conway, AR",AMA,AMA,516 4777 4602 2803
520,2,2,2803,4974,0,0,2,2,none,"Conway, AR","Conway, AR",AMA,AMA,2803 4974
521,3,2,4974,3442,0,30,2,3,regional_city,"Conway, AR","Little Rock, AR",AMA,AMA,4974 3442
522,5,6,3442,2986,30,0,2,5,dense_metro,"Little Rock, AR","Texarkana, TX",AMA,STX,3442 2365 4054 3737 2038 2986
523,5,5,2986,6300,0,45,2,5,dense_metro,"Texarkana, TX","Dallas-Fort Worth, TX",STX,STX,2986 352 132 3400 6300
524,5,2,6300,6302,45,40,2,5,major_corridor,"Dallas-Fort Worth, TX","Dallas-Fort Worth, TX",STX,STX,6300 6302
525,3,4,2120,4115,0,0,3,2,none,"Mount Vernon, IL","Poplar Bluff, MO",USM,USM,2120 238 1653 4115
526,2,4,5005,4505,0,0,2,2,none,"Phillips, AR","De Witt, AR",AMA,AMA,5005 6209 1177 4505
527,2,2,4505,2803,0,0,2,2,none,"De Witt, AR","Conway, AR",AMA,AMA,4505 2803
528,2,2,2803,4974,0,0,2,2,none,"Conway, AR","Conway, AR",AMA,AMA,2803 4974
529,2,3,4974,1897,0,0,2,2,none,"Conway, AR","Little Rock, AR",AMA,AMA,4974 4994 1897
530,2,4,1897,3081,0,0,2,2,none,"Little Rock, AR","McAlester, OK",AMA,OKC,1897 1348 6196 3081
531,2,3,3081,6223,0,0,2,2,none,"McAlester, OK","McAlester, OK",OKC,OKC,3081 4889 6223
532,2,4,6223,4653,0,0,2,2,none,"McAlester, OK","Oklahoma City, OK",OKC,OKC,6223 1849 2147 4653
533,2,2,4505,6239,0,0,2,2,none,"De Witt, AR","De Witt, AR",AMA,AMA,4505 6239
534,2,2,6239,3354,0,0,2,2,none,"De Witt, AR","Pine Bluff, AR",AMA,AMA,6239 3354
535,2,2,3354,3678,0,0,2,2,none,"Pine Bluff, AR","El Dorado, AR",AMA,AMA,3354 3678
536,2,5,3678,2986,0,0,2,2,none,"El Dorado, AR","Texarkana, TX",AMA,STX,3678 4384 3303 1759 2986
537,3,2,1897,3442,0,30,2,3,regional_city,"Little Rock, AR","Little Rock, AR",AMA,AMA,1897 3442
538,3,3,3442,3354,30,0,2,3,regional_city,"Little Rock, AR","Pine Bluff, AR",AMA,AMA,3442 4910 3354
539,2,2,3354,937,0,0,2,2,none,"Pine Bluff, AR","Pine Bluff, AR",AMA,AMA,3354 937
540,2,6,937,6309,0,0,2,2,none,"Pine Bluff, AR","Monroe, LA",AMA,NOM,937 1529 222 993 6299 6309
541,2,5,6309,255,0,0,2,2,none,"Monroe, LA","La Salle, LA",NOM,NOM,6309 2542 6335 3592 255
542,2,2,255,6350,0,0,2,2,none,"La Salle, LA","Natchitoches, LA",NOM,NOM,255 6350
543,2,3,6350,6376,0,0,2,2,none,"Natchitoches, LA","Alexandra, LA",NOM,NOM,6350 4549 6376
544,2,2,6376,4139,0,0,2,2,none,"Alexandra, LA","Alexandra, LA",NOM,NOM,6376 4139
545,2,4,4139,3877,0,0,2,2,none,"Alexandra, LA","LaFourche, LA",NOM,NOM,4139 3644 6388 3877
546,4,3,3877,2606,0,40,2,4,city_link,"LaFourche, LA","New Orleans, LA",NOM,NOM,3877 6400 2606
547,2,6,3877,4776,0,0,2,2,none,"LaFourche, LA","Lafayette, LA",NOM,NOM,3877 3990 1067 6394 2095 4776
548,2,3,4776,6387,0,0,2,2,none,"Lafayette, LA","Lake Charles, LA",NOM,NOM,4776 2354 6387
549,2,2,6387,1554,0,0,2,2,none,"Lake Charles, LA","Beaumont, TX",NOM,HMA,6387 1554
550,5,5,1554,6393,0,0,2,5,dense_metro,"Beaumont, TX","Houston, TX",HMA,HMA,1554 1302 6398 585 6393
551,5,2,6393,4438,0,45,2,5,dense_metro,"Houston, TX","Houston, TX",HMA,HMA,6393 4438
552,5,2,4438,3065,45,0,2,5,dense_metro,"Houston, TX","Houston, TX",HMA,HMA,4438 3065
553,2,2,3276,6316,0,0,2,2,none,"Shreveport, LA","Longview, TX",STX,STX,3276 6316
554,5,11,6316,6393,0,0,2,5,dense_metro,"Longview, TX","Houston, TX",STX,HMA,6316 3350 6333 210 342 2136 6364 588 4022 1250 6393
555,2,2,3276,2240,0,0,2,2,none,"Shreveport, LA","Longview, TX",STX,STX,3276 2240
556,5,7,2240,6300,0,45,2,5,dense_metro,"Longview, TX","Dallas-Fort Worth, TX",STX,STX,2240 4750 4730 57 3000 4102 6300
557,2,7,3081,2986,0,0,2,2,none,"McAlester, OK","Texarkana, TX",OKC,STX,3081 3846 580 3234 1334 6263 2986
558,2,2,2986,2316,0,0,2,2,none,"Texarkana, TX","Texarkana, TX",STX,STX,2986 2316
559,2,2,2316,3276,0,0,2,2,none,"Texarkana, TX","Shreveport, LA",STX,STX,2316 3276
560,2,2,2986,2316,0,0,2,2,none,"Texarkana, TX","Texarkana, TX",STX,STX,2986 2316
561,2,3,2316,2240,0,0,2,2,none,"Texarkana, TX","Longview, TX",STX,STX,2316 6304 2240
562,2,3,2328,4139,0,0,2,2,none,"Baton Rouge, LA","Alexandra, LA",NOM,NOM,2328 2522 4139
563,2,3,6376,4776,0,0,2,2,none,"Alexandra, LA","Lafayette, LA",NOM,NOM,6376 3274 4776
564,2,3,4776,2315,0,0,2,2,none,"Lafayette, LA","Lake Charles, LA",NOM,NOM,4776 4820 2315
565,2,3,2315,1554,0,0,2,2,none,"Lake Charles, LA","Beaumont, TX",NOM,HMA,2315 6380 1554
566,2,3,255,6317,0,0,2,2,none,"La Salle, LA","Shreveport, LA",NOM,NOM,255 6331 6317
567,2,5,6317,3678,0,0,2,2,none,"Shreveport, LA","El Dorado, AR",NOM,AMA,6317 5085 932 2884 3678
568,2,2,937,6239,0,0,2,2,none,"Pine Bluff, AR","De Witt, AR",AMA,AMA,937 6239
569,3,3,6042,1768,0,25,2,3,regional_city,"Emporia, KS","Cowley, KS",OMA,OMA,6042 807 1768
570,3,3,1768,4148,25,0,2,3,regional_city,"Cowley, KS","Cowley, KS",OMA,OMA,1768 6078 4148
571,2,6,4148,4676,0,0,2,2,none,"Cowley, KS","Stillwater, OK",OMA,OKC,4148 448 4875 2448 805 4676
572,2,3,2156,4148,0,0,2,2,none,"Cowley, KS","Cowley, KS",OMA,OMA,2156 50 4148
573,2,12,4148,3765,0,15,2,2,none,"Cowley, KS","Amarillo, TX",OMA,LMA,4148 2913 4353 1997 3313 2336 1729 4631 6171 1190 372 3765
574,2,8,3765,1437,15,0,2,2,none,"Amarillo, TX","Trinidad, CO",LMA,LMA,3765 62 2589 3659 3076 6109 6099 1437
575,2,4,1437,2331,0,0,2,2,none,"Trinidad, CO","Trinidad, CO",LMA,LMA,1437 1199 823 2331
576,4,5,1896,1835,0,40,2,4,city_link,"Aspen, CO","Denver, CO",DMA,DMA,1896 3279 5943 2889 1835
577,5,6,6223,6300,0,45,2,5,dense_metro,"McAlester, OK","Dallas-Fort Worth, TX",OKC,STX,6223 3566 1605 6264 2901 6300
578,2,4,3175,668,0,0,2,2,none,"Plainville, TX","Lubbock, TX",STX,STX,3175 6230 4133 668
579,2,4,970,668,0,0,2,2,none,"San Angelo, TX","Lubbock, TX",STX,STX,970 2015 4717 668
580,2,3,668,1270,0,0,2,2,none,"Lubbock, TX","Tucumcari, NM",STX,LMA,668 3662 1270
581,2,3,3966,3352,0,0,2,2,none,"Lawton, OK","Vernon, TX",LMA,STX,3966 3895 3352
582,2,8,3352,970,0,0,2,2,none,"Vernon, TX","San Angelo, TX",STX,STX,3352 411 1174 6268 2556 6291 3264 970
583,5,2,6280,6300,0,45,2,5,dense_metro,"Greater Dallas-Fort Worth Area, TX","Dallas-Fort Worth, TX",STX,STX,6280 6300
584,5,2,821,6300,0,45,2,5,dense_metro,"Dallas-Fort Worth, TX","Dallas-Fort Worth, TX",STX,STX,821 6300
585,2,8,1144,206,0,0,2,2,none,"Abilene, TX","Waco, TX",STX,STX,1144 6323 1583 3348 280 6363 2859 206
586,5,4,2608,3473,0,10,2,5,dense_metro,"Greater Dallas-Fort Worth Area, TX","Waco, TX",STX,STX,2608 3154 2669 3473
587,2,5,6316,4428,0,0,2,2,none,"Longview, TX","Navarro, TX",STX,STX,6316 2665 3870 1460 4428
588,5,3,4428,6361,0,16,2,5,dense_urban_link,"Navarro, TX","Huntsville, TX",STX,HMA,4428 14 6361
589,5,2,6361,1255,16,0,2,5,dense_urban_link,"Huntsville, TX","Bastrop, TX",HMA,HMA,6361 1255
590,2,2,1255,2964,0,0,2,2,none,"Bastrop, TX","Bastrop, TX",HMA,HMA,1255 2964
591,5,6,2964,6404,0,0,2,5,dense_metro,"Bastrop, TX","San Antonio, TX",HMA,AMF,2964 2131 3821 831 6397 6404
592,5,2,6404,4257,0,0,2,5,dense_metro,"San Antonio, TX","San Antonio, TX",AMF,AMF,6404 4257
593,5,2,4257,4342,0,0,2,5,dense_metro,"San Antonio, TX","San Antonio, TX",AMF,AMF,4257 4342
594,5,2,4342,183,0,0,2,5,dense_metro,"San Antonio, TX","San Antonio, TX",AMF,AMF,4342 183
595,5,4,183,343,0,0,2,5,dense_metro,"San Antonio, TX","Laredo, TX",AMF,AMF,183 3102 4190 343
596,2,2,343,2910,0,0,2,2,none,"Laredo, TX","Crockett, TX",AMF,AMF,343 2910
597,5,8,2910,3643,0,0,2,5,dense_metro,"Crockett, TX","El Paso, TX",AMF,AMF,2910 6382 2113 6386 3977 1372 2249 3643
598,5,5,3643,6332,0,0,2,5,dense_metro,"El Paso, TX","El Paso, TX",AMF,AMF,3643 3725 2662 2468 6332
599,3,8,3643,2168,0,0,3,5,dense_metro,"El Paso, TX",Chihuahua,AMF,MEX,3643 432 2984 4422 793 3799 6409 2168
600,3,4,2910,5041,0,0,3,5,dense_metro,"Crockett, TX",Coahuila,AMF,MEX,2910 3961 1510 5041
601,3,2,5041,2628,0,0,3,2,none,Coahuila,Coahuila,MEX,MEX,5041 2628
602,3,3,2628,184,0,0,3,2,none,Coahuila,Coahuila,MEX,MEX,2628 3161 184
603,3,3,343,5041,0,0,3,5,dense_metro,"Laredo, TX",Coahuila,AMF,MEX,343 2526 5041
604,5,5,1081,719,0,10,2,5,dense_metro,"Houston, TX","Victoria, TX",HMA,HMA,1081 1642 2509 1783 719
605,2,2,719,2780,10,0,2,2,none,"Victoria, TX","Victoria, TX",HMA,HMA,719 2780
606,2,2,2780,6439,0,0,2,2,none,"Victoria, TX","Portland, TX",HMA,AMF,2780 6439
607,5,6,6439,867,0,33,2,5,dense_metro,"Portland, TX","Corpus Christi, TX",AMF,AMF,6439 3244 610 921 2723 867
608,3,8,867,6472,33,0,3,5,dense_metro,"Corpus Christi, TX","Monterrey, NL",AMF,MEX,867 1126 6470 5030 2005 2386 3692 6472
609,2,3,6415,719,0,10,2,2,none,"Victoria, TX","Victoria, TX",HMA,HMA,6415 2223 719
610,2,2,719,2780,10,0,2,2,none,"Victoria, TX","Victoria, TX",HMA,HMA,719 2780
611,2,2,2780,4299,0,0,2,2,none,"Victoria, TX","Portland, TX",HMA,AMF,2780 4299
612,5,8,4299,867,0,33,2,5,dense_metro,"Portland, TX","Corpus Christi, TX",AMF,AMF,4299 6432 3525 4891 3826 4861 3032 867
613,2,3,6439,4299,0,0,2,2,none,"Portland, TX","Portland, TX",AMF,AMF,6439 4425 4299
614,5,4,4299,6412,0,0,2,5,dense_metro,"Portland, TX","San Antonio, TX",AMF,AMF,4299 3561 652 6412
615,5,2,6412,4342,0,0,2,5,dense_metro,"San Antonio, TX","San Antonio, TX",AMF,AMF,6412 4342
616,5,2,4257,6412,0,0,2,5,dense_metro,"San Antonio, TX","San Antonio, TX",AMF,AMF,4257 6412
617,5,2,6412,183,0,0,2,5,dense_metro,"San Antonio, TX","San Antonio, TX",AMF,AMF,6412 183
618,3,10,183,4878,0,0,3,5,dense_metro,"San Antonio, TX","Monterrey, NL",AMF,MEX,183 4557 566 4095 1942 4305 446 6461 1636 4878
619,5,4,2433,6404,0,0,2,5,dense_metro,"Victoria, TX","San Antonio, TX",HMA,AMF,2433 2907 3817 6404
620,2,4,2433,2964,0,0,2,2,none,"Victoria, TX","Bastrop, TX",HMA,HMA,2433 4870 4454 2964
621,5,2,4438,3147,45,0,2,5,dense_metro,"Houston, TX","Houston, TX",HMA,HMA,4438 3147
622,5,3,3147,2433,0,0,2,5,dense_metro,"Houston, TX","Victoria, TX",HMA,HMA,3147 2415 2433
623,5,3,3147,6357,0,0,2,5,dense_metro,"Houston, TX","Huntsville, TX",HMA,HMA,3147 6383 6357
624,2,2,6357,4428,0,0,2,2,none,"Huntsville, TX","Navarro, TX",HMA,STX,6357 4428
625,2,2,4428,3749,0,0,2,2,none,"Navarro, TX","Navarro, TX",STX,STX,4428 3749
626,5,3,3749,821,0,0,2,5,dense_metro,"Navarro, TX","Dallas-Fort Worth, TX",STX,STX,3749 4672 821
627,5,3,6357,6361,0,16,2,5,dense_urban_link,"Huntsville, TX","Huntsville, TX",HMA,HMA,6357 756 6361
628,5,2,6361,3864,16,0,2,5,dense_urban_link,"Huntsville, TX","Navarro, TX",HMA,STX,6361 3864
629,2,2,3864,3749,0,0,2,2,none,"Navarro, TX","Navarro, TX",STX,STX,3864 3749
630,5,2,3864,6330,0,16,2,5,dense_urban_link,"Navarro, TX","Navarro, TX",STX,STX,3864 6330
631,5,8,4771,2411,33,0,2,5,dense_metro,"El Paso, TX","Santa Fe, NM",AMF,AMO,4771 2239 3440 3112 6255 3463 853 2411
632,5,8,4771,2579,33,0,2,5,dense_metro,"El Paso, TX","Santa Fe, NM",AMF,AMO,4771 3767 1178 876 1866 841 6207 2579
633,2,7,1569,4945,0,0,2,2,none,"Clovis, NM","Reeves, TX",AMO,AMF,1569 900 3623 3531 4552 4274 4945
634,2,5,339,1927,0,0,2,2,none,"Mojave, CA","Prescott, AZ",SCA,SAZ,339 6181 141 3058 1927
635,3,3,1927,1875,0,20,2,3,regional_city,"Prescott, AZ","Phoenix, AZ",SAZ,SAZ,1927 1509 1875
636,3,5,1875,4401,20,10,2,3,regional_city,"Phoenix, AZ","Pima, AZ",SAZ,AMO,1875 6221 4170 6237 4401
637,3,2,1371,1875,15,20,2,3,regional_city,"Phoenix, AZ","Phoenix, AZ",SAZ,SAZ,1371 1875
638,3,2,1875,1927,20,0,2,3,regional_city,"Phoenix, AZ","Prescott, AZ",SAZ,SAZ,1875 1927
639,2,4,1927,109,0,0,2,2,none,"Prescott, AZ","Pima, AZ",SAZ,AMO,1927 3452 2251 109
640,3,9,4779,3830,0,0,3,2,none,"Vancouver, BC","Calgary, AB",CAN,CAN,4779 3148 269 5405 707 4283 2517 699 3830
641,3,2,3830,5403,0,0,3,2,none,"Calgary, AB","Calgary, AB",CAN,CAN,3830 5403
642,3,3,5403,1944,0,0,3,2,none,"Calgary, AB","Calgary, AB",CAN,CAN,5403 4748 1944
643,3,8,1944,2442,0,0,3,2,none,"Calgary, AB","Saskatoon, SK",CAN,CAN,1944 869 5417 4503 5407 1408 5404 2442
644,3,4,2442,2498,0,0,3,2,none,"Saskatoon, SK","Saskatoon, SK",CAN,CAN,2442 1698 1086 2498
645,3,11,2498,5449,0,0,3,2,none,"Saskatoon, SK","Brandon, MB",CAN,CAN,2498 4778 121 5415 2668 3824 5002 4161 1819 2627 5449
646,3,6,4189,1459,0,0,3,2,none,"Hanover, MB",Ontario,CAN,CAN,4189 4933 29 5439 940 1459
647,3,4,1459,3410,0,0,3,2,none,Ontario,Ontario,CAN,CAN,1459 2637 329 3410
648,3,4,3410,5484,0,0,3,2,none,Ontario,Ontario,CAN,CAN,3410 3124 2184 5484
649,3,5,5484,3508,0,0,3,2,none,Ontario,Ontario,CAN,CAN,5484 693 5473 3694 3508
650,3,2,3508,5429,0,0,3,2,none,Ontario,Ontario,CAN,CAN,3508 5429
651,3,2,5429,5421,0,0,3,2,none,Ontario,Ontario,CAN,CAN,5429 5421
652,3,5,5421,1805,0,0,3,2,none,Ontario,Ontario,CAN,CAN,5421 2603 4413 904 1805
653,3,7,1805,5453,0,0,3,2,none,Ontario,Ontario,CAN,CAN,1805 2029 4183 5431 1014 4674 5453
654,3,7,5453,46,0,0,3,2,none,Ontario,Quebec,CAN,CAN,5453 2474 5430 1222 4617 182 46
655,3,9,46,5466,0,0,3,5,dense_metro,Quebec,Quebec,CAN,CAN,46 5450 3257 2322 737 3893 1651 2456 5466
656,3,4,5466,4813,0,33,3,5,dense_metro,Quebec,Quebec,CAN,CAN,5466 5485 3357 4813
657,4,2,4813,6701,33,0,3,5,dense_metro,Quebec,"Middlesex, NJ",CAN,,4813 6701
658,3,7,1259,2446,0,0,3,5,dense_metro,New Brunswick,"Eastern Townships, QC",CAN,CAN,1259 4437 3435 2738 4462 2170 2446
659,3,9,2446,4483,0,0,3,2,none,"Eastern Townships, QC","Eastern Townships, QC",CAN,CAN,2446 2398 2152 647 2654 5414 3358 5441 4483
660,3,10,4483,3125,0,0,3,2,none,"Eastern Townships, QC","Eastern Townships, QC",CAN,CAN,4483 1629 5486 4712 842 3639 1472 4682 2867 3125
661,3,6,2446,1475,0,0,3,2,none,"Eastern Townships, QC","Eastern Townships, QC",CAN,CAN,2446 5385 1247 5378 3681 1475
662,3,5,3529,4483,0,0,3,2,none,"Aroostook, ME","Eastern Townships, QC",CMM,CAN,3529 2352 2164 3046 4483
663,5,2,4159,3636,0,0,3,5,dense_metro,"Somerset, ME","Mecklenberg, NC",CMM,CMM,4159 3636
664,5,7,3636,3529,0,0,3,5,dense_metro,"Mecklenberg, NC","Aroostook, ME",CMM,CMM,3636 4570 2033 1731 5446 5436 3529
665,4,7,3529,1259,0,0,3,5,dense_metro,"Aroostook, ME",New Brunswick,CMM,CAN,3529 2417 1361 1036 76 3731 1259
666,3,2,1259,3657,0,0,3,5,dense_metro,New Brunswick,New Brunswick,CAN,CAN,1259 3657
667,3,3,3657,3652,0,0,3,5,dense_metro,New Brunswick,Nova Scotia,CAN,CAN,3657 905 3652
668,3,6,3652,4157,0,0,3,5,dense_metro,Nova Scotia,"Cape Breton Island, NS",CAN,CAN,3652 2766 4232 5423 4064 4157
669,3,4,2425,3657,0,0,3,5,dense_metro,"St. John, NB",New Brunswick,CAN,CAN,2425 3554 4713 3657
670,3,4,3652,5481,0,0,3,5,dense_metro,Nova Scotia,Nova Scotia,CAN,CAN,3652 1453 2123 5481
671,3,2,5481,3184,0,0,3,5,dense_metro,Nova Scotia,Nova Scotia,CAN,CAN,5481 3184
672,3,6,3184,3184,0,0,3,5,dense_metro,Nova Scotia,Nova Scotia,CAN,CAN,3184 169 3755 3997 4727 3184
673,3,2,3184,5481,0,0,3,5,dense_metro,Nova Scotia,Nova Scotia,CAN,CAN,3184 5481
674,3,11,3464,5276,0,0,3,2,none,Newfoundland,Newfoundland,CAN,CAN,3464 2311 3210 400 4508 1491 415 5253 3089 462 5276
