city,abbr,label,population,province_id,state_id,state_name,value,included,reason
Castle Shannon,PA,"Castle Shannon, PA",8235,,,,,0,province_has_vp
Castro Valley,CA,"Castro Valley, CA",61388,,,,,0,province_has_vp
Castroville,CA,"Castroville, CA",6481,,,,,0,province_has_vp
Catalina Foothills,AZ,"Catalina Foothills, AZ",50796,,,,,0,province_has_vp
Catasauqua,PA,"Catasauqua, PA",6525,,,,,0,province_has_vp
Catemaco,VE,"Catemaco, VE",27615,,,,,0,province_has_vp
Cathedral City,CA,"Cathedral City, CA",53826,,,,,0,province_has_vp
Catonsville,MD,"Catonsville, MD",41567,,,,,0,province_has_vp
Catoosa,OK,"Catoosa, OK",7146,,,,,0,province_has_vp
Cattaraugus,NY,"Cattaraugus, NY",96547,,,,,0,province_has_vp
Caucel,YU,"Caucel, YU",6988,,,,,0,province_has_vp
Cave Spring,VA,"Cave Spring, VA",24922,,,,,0,province_has_vp
Cayce,SC,"Cayce, SC",13619,,,,,0,province_has_vp
Cedar Falls,IA,"Cedar Falls, IA",41255,,,,,0,province_has_vp
Cedar Grove,NJ,"Cedar Grove, NJ",12457,,,,,0,province_has_vp
Cedar Hills,OR,"Cedar Hills, OR",8300,,,,,0,province_has_vp
Cedar Lake,IN,"Cedar Lake, IN",12000,,,,,0,province_has_vp
Cedar Mill,OR,"Cedar Mill, OR",14546,,,,,0,province_has_vp
Cedar Rapids,IA,"Cedar Rapids, IA",137710,,,,,0,province_has_vp
Cedarhurst,NY,"Cedarhurst, NY",6682,,,,,0,province_has_vp
Celestun,YU,"Celestun, YU",6810,,,,,0,province_has_vp
Centennial Place,NB,"Centennial Place, NB",7698,,,,,0,province_has_vp
Centennial,CO,"Centennial, CO",109741,,,,,0,province_has_vp
Center Line,MI,"Center Line, MI",8320,,,,,0,province_has_vp
Centerport,NY,"Centerport, NY",5508,,,,,0,province_has_vp
Centerville,MA,"Centerville, MA",9190,,,,,0,province_has_vp
Centerville,UT,"Centerville, UT",16877,,,,,0,province_has_vp
Central Business District,SK,"Central Business District, SK",12101,,,,,0,province_has_vp
Central Falls,RI,"Central Falls, RI",19303,,,,,0,province_has_vp
Central Point,OR,"Central Point, OR",17995,,,,,0,province_has_vp
Central Saanich,BC,"Central Saanich, BC",17385,,,,,0,province_has_vp
Central York,NB,"Central York, NB",6930,,,,,0,province_has_vp
Central,LA,"Central, LA",28295,,,,,0,province_has_vp
Centre,PA,"Centre, PA",162909,,,,,0,province_has_vp
Centreville,IL,"Centreville, IL",5027,,,,,0,province_has_vp
Centro Familiar la Soledad,GT,"Centro Familiar la Soledad, GT",32159,,,,,0,province_has_vp
Centro de Readaptacion Social,JA,"Centro de Readaptacion Social, JA",13071,,,,,0,province_has_vp
Cerritos,CA,"Cerritos, CA",49975,,,,,0,province_has_vp
Cerro Azul,VE,"Cerro Azul, VE",22268,,,,,0,province_has_vp
Chackbay,LA,"Chackbay, LA",5177,,,,,0,province_has_vp
Chaguanas,TT,Chaguanas,67433,,,,,0,province_has_vp
Chalco,NE,"Chalco, NE",10994,,,,,0,province_has_vp
Chambas,CU,Chambas,24114,,,,,0,province_has_vp
Chamberlayne,VA,"Chamberlayne, VA",5456,,,,,0,province_has_vp
Chamblee,GA,"Chamblee, GA",28244,,,,,0,province_has_vp
Chambly,QC,"Chambly, QC",22608,,,,,0,province_has_vp
Champaign,IL,"Champaign, IL",88909,,,,,0,province_has_vp
Champdore,NB,"Champdore, NB",5115,,,,,0,province_has_vp
Champion Heights,OH,"Champion Heights, OH",6498,,,,,0,province_has_vp
Chandler,AZ,"Chandler, AZ",275987,,,,,0,province_has_vp
Chanhassen,MN,"Chanhassen, MN",25332,,,,,0,province_has_vp
Channahon,IL,"Channahon, IL",12594,,,,,0,province_has_vp
Channelview,TX,"Channelview, TX",38289,,,,,0,province_has_vp
Chapala,JA,"Chapala, JA",21596,,,,,0,province_has_vp
Chapel Hill,NC,"Chapel Hill, NC",59568,,,,,0,province_has_vp
Chardon,OH,"Chardon, OH",5148,,,,,0,province_has_vp
Charlemagne,QC,"Charlemagne, QC",5594,,,,,0,province_has_vp
Charles Town,WV,"Charles Town, WV",5899,,,,,0,province_has_vp
Charles Village,MD,"Charles Village, MD",8267,,,,,0,province_has_vp
Charleston,SC,"Charleston, SC",150227,,,,,0,province_has_vp
Charleston,WV,"Charleston, WV",48864,,,,,0,province_has_vp
Charlestown,MA,"Charlestown, MA",20397,,,,,0,province_has_vp
Charlotte,NC,"Charlotte, NC",874579,,,,,0,province_has_vp
Charlottesville,VA,"Charlottesville, VA",46553,,,,,0,province_has_vp
Charlottetown,PE,"Charlottetown, PE",38909,,,,,0,province_has_vp
Charo,MI,"Charo, MI",5207,,,,,0,province_has_vp
Charter Oak,CA,"Charter Oak, CA",9310,,,,,0,province_has_vp
Chartersville,NB,"Chartersville, NB",5600,,,,,0,province_has_vp
Chateauguay,QC,"Chateauguay, QC",42786,,,,,0,province_has_vp
Chatham,IL,"Chatham, IL",12351,,,,,0,province_has_vp
Chatham,NJ,"Chatham, NJ",8993,,,,,0,province_has_vp
Chattanooga,TN,"Chattanooga, TN",181099,,,,,0,province_has_vp
Chautauqua,NY,"Chautauqua, NY",167700,,,,,0,province_has_vp
Cheat Lake,WV,"Cheat Lake, WV",7988,,,,,0,province_has_vp
Chelmsford,MA,"Chelmsford, MA",33925,,,,,0,province_has_vp
Chelsea,MA,"Chelsea, MA",39398,,,,,0,province_has_vp
Chelsea,QC,"Chelsea, QC",8000,,,,,0,province_has_vp
Chenango,NY,"Chenango, NY",57994,,,,,0,province_has_vp
Cherokee,IA,"Cherokee, IA",5030,,,,,0,province_has_vp
Cherry Creek,CO,"Cherry Creek, CO",11120,,,,,0,province_has_vp
Cherry Hill,MD,"Cherry Hill, MD",7647,,,,,0,province_has_vp
Cherry Hill,VA,"Cherry Hill, VA",16000,,,,,0,province_has_vp
Cherry Hills Village,CO,"Cherry Hills Village, CO",6539,,,,,0,province_has_vp
Cherry,NE,"Cherry, NE",6855,,,,,0,province_has_vp
Cherryland,CA,"Cherryland, CA",14728,,,,,0,province_has_vp
Chesapeake,VA,"Chesapeake, VA",249422,,,,,0,province_has_vp
Cheshire Village,CT,"Cheshire Village, CT",5786,,,,,0,province_has_vp
Cheshire,CT,"Cheshire, CT",29443,,,,,0,province_has_vp
Chester,NH,"Chester, NH",5236,,,,,0,province_has_vp
Chester,PA,"Chester, PA",34092,,,,,0,province_has_vp
Chester,VA,"Chester, VA",20987,,,,,0,province_has_vp
Chesterton,IN,"Chesterton, IN",13433,,,,,0,province_has_vp
Chestnut Hill,MA,"Chestnut Hill, MA",23649,,,,,0,province_has_vp
Cheswolde,MD,"Cheswolde, MD",7592,,,,,0,province_has_vp
Cheverly,MD,"Cheverly, MD",6485,,,,,0,province_has_vp
Cheviot,OH,"Cheviot, OH",8295,,,,,0,province_has_vp
Chevy Chase,MD,"Chevy Chase, MD",9545,,,,,0,province_has_vp
Cheyenne,WY,"Cheyenne, WY",65132,,,,,0,province_has_vp
Chicago Ridge,IL,"Chicago Ridge, IL",14373,,,,,0,province_has_vp
Chicago,IL,"Chicago, IL",2746388,,,,,0,province_has_vp
Chickasaw,AL,"Chickasaw, AL",5954,,,,,0,province_has_vp
Chicopee,MA,"Chicopee, MA",56741,,,,,0,province_has_vp
Chicxulub Puerto,YU,"Chicxulub Puerto, YU",6010,,,,,0,province_has_vp
Chihuahua,CH,"Chihuahua, CH",878062,,,,,0,province_has_vp
Chillicothe,IL,"Chillicothe, IL",6226,,,,,0,province_has_vp
Chillum,MD,"Chillum, MD",33513,,,,,0,province_has_vp
Chinameca,VE,"Chinameca, VE",7547,,,,,0,province_has_vp
Chinampa de Gorostiza,VE,"Chinampa de Gorostiza, VE",5317,,,,,0,province_has_vp
Chinle,AZ,"Chinle, AZ",4500,,,,,0,province_has_vp
Chino Hills,CA,"Chino Hills, CA",78309,,,,,0,province_has_vp
Chino,CA,"Chino, CA",85595,,,,,0,province_has_vp
Chippewa Falls,WI,"Chippewa Falls, WI",14047,,,,,0,province_has_vp
Chocaman,VE,"Chocaman, VE",10727,,,,,0,province_has_vp
Choctaw,OK,"Choctaw, OK",12179,,,,,0,province_has_vp
Cholul,YU,"Cholul, YU",5880,,,,,0,province_has_vp
Christian,KY,Christian,86954,,,,,0,province_has_vp
Christiana,TN,"Christiana, TN",9830,,,,,0,province_has_vp
Christiansburg,VA,"Christiansburg, VA",21943,,,,,0,province_has_vp
Chuckey,TN,"Chuckey, TN",9560,,,,,0,province_has_vp
Chula Vista,CA,"Chula Vista, CA",275487,,,,,0,province_has_vp
Church Hill,TN,"Church Hill, TN",6719,,,,,0,province_has_vp
Cibola,NM,"Cibola, NM",32655,,,,,0,province_has_vp
Cibolo,TX,"Cibolo, TX",33433,,,,,0,province_has_vp
Cicero,IL,"Cicero, IL",83886,,,,,0,province_has_vp
Cienega de Flores,NL,"Cienega de Flores, NL",15162,,,,,0,province_has_vp
Cienfuegos,CU,Cienfuegos,186644,,,,,0,province_has_vp
Cifuentes,CU,Cifuentes,40142,,,,,0,province_has_vp
Cincinnati,OH,"Cincinnati, OH",309317,,,,,0,province_has_vp
Ciro Redondo,CU,Ciro Redondo,29560,,,,,0,province_has_vp
Citlaltepec,VE,"Citlaltepec, VE",5005,,,,,0,province_has_vp
Citronelle,AL,"Citronelle, AL",4640,,,,,0,province_has_vp
Citrus Heights,CA,"Citrus Heights, CA",87056,,,,,0,province_has_vp
Citrus,CA,"Citrus, CA",10866,,,,,0,province_has_vp
City of Milford (balance),CT,"City of Milford (balance), CT",51271,,,,,0,province_has_vp
City of Sammamish,WA,"City of Sammamish, WA",45780,,,,,0,province_has_vp
Ciudad Apodaca,NL,"Ciudad Apodaca, NL",467157,,,,,0,province_has_vp
Ciudad General Escobedo,NL,"Ciudad General Escobedo, NL",454967,,,,,0,province_has_vp
Ciudad Guadalupe Victoria,BC,"Ciudad Guadalupe Victoria, BC",17119,,,,,0,province_has_vp
Ciudad Guzman,JA,"Ciudad Guzman, JA",111975,,,,,0,province_has_vp
Ciudad Juarez,CH,"Ciudad Juarez, CH",1512450,,,,,0,province_has_vp
Ciudad Manuel Doblado,GT,"Ciudad Manuel Doblado, GT",13956,,,,,0,province_has_vp
Ciudad Mendoza,VE,"Ciudad Mendoza, VE",35641,,,,,0,province_has_vp
Ciudad Rio Bravo,TM,"Ciudad Rio Bravo, TM",95647,,,,,0,province_has_vp
Ciudad Victoria,TM,"Ciudad Victoria, TM",305155,,,,,0,province_has_vp
Ciudad de Villa de Alvarez,CL,"Ciudad de Villa de Alvarez, CL",117600,,,,,0,province_has_vp
Clackamas,OR,"Clackamas, OR",6767,,,,,0,province_has_vp
Claiborne,LA,"Claiborne, LA",11507,,,,,0,province_has_vp
Clairton,PA,"Clairton, PA",6681,,,,,0,province_has_vp
Claremont,CA,"Claremont, CA",36283,,,,,0,province_has_vp
Claremore,OK,"Claremore, OK",18997,,,,,0,province_has_vp
Clarendon Hills,IL,"Clarendon Hills, IL",8676,,,,,0,province_has_vp
Clarendon Hills,MA,"Clarendon Hills, MA",8971,,,,,0,province_has_vp
Clarenville,NL,"Clarenville, NL",6704,,,,,0,province_has_vp
Clark,NJ,"Clark, NJ",14628,,,,,0,province_has_vp
Clark-Fulton,OH,"Clark-Fulton, OH",18185,,,,,0,province_has_vp
Clarke,AL,"Clarke, AL",33513,,,,,0,province_has_vp
Clarksburg,WV,"Clarksburg, WV",16061,,,,,0,province_has_vp
Clarksdale,MS,"Clarksdale, MS",16847,,,,,0,province_has_vp
Clarkston,GA,"Clarkston, GA",12215,,,,,0,province_has_vp
Clarksville,TN,"Clarksville, TN",166722,,,,,0,province_has_vp
Clawson,MI,"Clawson, MI",12015,,,,,0,province_has_vp
Claxton Bay,TT,Claxton Bay,5679,,,,,0,province_has_vp
Clay,NY,"Clay, NY",58206,,,,,0,province_has_vp
Claymont,DE,"Claymont, DE",8253,,,,,0,province_has_vp
Clayton,CA,"Clayton, CA",11867,,,,,0,province_has_vp
Clayton,MO,"Clayton, MO",15884,,,,,0,province_has_vp
Clearfield,UT,"Clearfield, UT",30653,,,,,0,province_has_vp
Clearlake,CA,"Clearlake, CA",15182,,,,,0,province_has_vp
Cleveland Heights,OH,"Cleveland Heights, OH",44962,,,,,0,province_has_vp
Cleveland,MS,"Cleveland, MS",12327,,,,,0,province_has_vp
Cleveland,OH,"Cleveland, OH",372624,,,,,0,province_has_vp
Cleveland,TN,"Cleveland, TN",43898,,,,,0,province_has_vp
Cliffside Park,NJ,"Cliffside Park, NJ",24857,,,,,0,province_has_vp
Clifton Heights,PA,"Clifton Heights, PA",6684,,,,,0,province_has_vp
Clifton Park,NY,"Clifton Park, NY",36705,,,,,0,province_has_vp
Clifton,CO,"Clifton, CO",19889,,,,,0,province_has_vp
Clifton,NJ,"Clifton, NJ",86334,,,,,0,province_has_vp
Clinton Township,MI,"Clinton Township, MI",99753,,,,,0,province_has_vp
Clinton,IL,"Clinton, IL",7048,,,,,0,province_has_vp
Clinton,MS,"Clinton, MS",25254,,,,,0,province_has_vp
Clinton,OH,"Clinton, OH",5103,,,,,0,province_has_vp
Clinton,TN,"Clinton, TN",10049,,,,,0,province_has_vp
Clinton,UT,"Clinton, UT",21399,,,,,0,province_has_vp
Clive,IA,"Clive, IA",15447,,,,,0,province_has_vp
Closter,NJ,"Closter, NJ",8662,,,,,0,province_has_vp
Cloverdale,CA,"Cloverdale, CA",8811,,,,,0,province_has_vp
Cloverly,MD,"Cloverly, MD",15126,,,,,0,province_has_vp
Clovis,CA,"Clovis, CA",104180,,,,,0,province_has_vp
Clovis,NM,"Clovis, NM",38656,,,,,0,province_has_vp
Clute,TX,"Clute, TX",11444,,,,,0,province_has_vp
Coacoatzintla,VE,"Coacoatzintla, VE",6832,,,,,0,province_has_vp
Coacotla,VE,"Coacotla, VE",6873,,,,,0,province_has_vp
Coatepec,VE,"Coatepec, VE",53621,,,,,0,province_has_vp
Coaticook,QC,"Coaticook, QC",7021,,,,,0,province_has_vp
Coatzacoalcos,VE,"Coatzacoalcos, VE",310698,,,,,0,province_has_vp
Coatzintla,VE,"Coatzintla, VE",34036,,,,,0,province_has_vp
Coconut Grove,FL,"Coconut Grove, FL",20076,,,,,0,province_has_vp
Cohasset,MA,"Cohasset, MA",7388,,,,,0,province_has_vp
Cohoes,NY,"Cohoes, NY",16538,,,,,0,province_has_vp
Cojimar,CU,Cojimar,20390,,,,,0,province_has_vp
Colchester,VT,"Colchester, VT",16986,,,,,0,province_has_vp
Cold Spring,KY,Cold Spring,6170,,,,,0,province_has_vp
Cold Spring Harbor,NY,"Cold Spring Harbor, NY",5070,,,,,0,province_has_vp
Cold Springs,NV,"Cold Springs, NV",8544,,,,,0,province_has_vp
Colesville,MD,"Colesville, MD",14647,,,,,0,province_has_vp
Colima,CL,"Colima, CL",137383,,,,,0,province_has_vp
Colinas del Roble,JA,"Colinas del Roble, JA",5830,,,,,0,province_has_vp
College Park,MD,"College Park, MD",32301,,,,,0,province_has_vp
College Place,WA,"College Place, WA",9062,,,,,0,province_has_vp
College Station,TX,"College Station, TX",120511,,,,,0,province_has_vp
College,AK,"College, AK",12964,,,,,0,province_has_vp
Collegedale,TN,"Collegedale, TN",10743,,,,,0,province_has_vp
Collierville,TN,"Collierville, TN",48863,,,,,0,province_has_vp
Collingdale,PA,"Collingdale, PA",8792,,,,,0,province_has_vp
Collinwood,OH,"Collinwood, OH",34220,,,,,0,province_has_vp
Colon,CU,Colon,63882,,,,,0,province_has_vp
Colon,QT,"Colon, QT",7014,,,,,0,province_has_vp
Colonia Santa Barbara,VE,"Colonia Santa Barbara, VE",8617,,,,,0,province_has_vp
Colonia Venustiano Carranza,BC,"Colonia Venustiano Carranza, BC",6098,,,,,0,province_has_vp
Colonia,NJ,"Colonia, NJ",17795,,,,,0,province_has_vp
Colonial Heights,TN,"Colonial Heights, TN",6934,,,,,0,province_has_vp
Colonial Heights,VA,"Colonial Heights, VA",17820,,,,,0,province_has_vp
Colonial Park,PA,"Colonial Park, PA",13229,,,,,0,province_has_vp
Colonie,NY,"Colonie, NY",7906,,,,,0,province_has_vp
Colorado City,AZ,"Colorado City, AZ",5000,,,,,0,province_has_vp
Colorado Springs,CO,"Colorado Springs, CO",478961,,,,,0,province_has_vp
Colotlan,JA,"Colotlan, JA",19200,,,,,0,province_has_vp
Colton,CA,"Colton, CA",54621,,,,,0,province_has_vp
Colts Neck,NJ,"Colts Neck, NJ",10142,,,,,0,province_has_vp
Columbia City,WA,"Columbia City, WA",19000,,,,,0,province_has_vp
Columbia Heights,MN,"Columbia Heights, MN",19715,,,,,0,province_has_vp
Columbia,IL,"Columbia, IL",10191,,,,,0,province_has_vp
Columbia,MD,"Columbia, MD",99615,,,,,0,province_has_vp
Columbia,MO,"Columbia, MO",126254,,,,,0,province_has_vp
Columbia,MS,"Columbia, MS",6229,,,,,0,province_has_vp
Columbia,NY,"Columbia, NY",75715,,,,,0,province_has_vp
Columbia,PA,"Columbia, PA",10388,,,,,0,province_has_vp
Columbia,SC,"Columbia, SC",136632,,,,,0,province_has_vp
Columbiana,OH,"Columbiana, OH",6291,,,,,0,province_has_vp
Columbine,CO,"Columbine, CO",24280,,,,,0,province_has_vp
Columbus,GA,"Columbus, GA",206922,,,,,0,province_has_vp
Columbus,MS,"Columbus, MS",23168,,,,,0,province_has_vp
Columbus,OH,"Columbus, OH",905748,,,,,0,province_has_vp
Comala,CL,"Comala, CL",9442,,,,,0,province_has_vp
Commerce City,CO,"Commerce City, CO",53696,,,,,0,province_has_vp
Commerce,CA,"Commerce, CA",13081,,,,,0,province_has_vp
Comoapan,VE,"Comoapan, VE",5009,,,,,0,province_has_vp
Compostela,NA,"Compostela, NA",17573,,,,,0,province_has_vp
Compton,CA,"Compton, CA",98462,,,,,0,province_has_vp
Comstock Northwest,MI,"Comstock Northwest, MI",5455,,,,,0,province_has_vp
Conception Bay South,NL,"Conception Bay South, NL",27168,,,,,0,province_has_vp
Concord,CA,"Concord, CA",125410,,,,,0,province_has_vp
Concord,MA,"Concord, MA",16810,,,,,0,province_has_vp
Concord,MO,"Concord, MO",16421,,,,,0,province_has_vp
Concord,NC,"Concord, NC",105240,,,,,0,province_has_vp
Concord,NH,"Concord, NH",43976,,,,,0,province_has_vp
Concordia,CO,"Concordia, CO",7858,,,,,0,province_has_vp
Condado,CU,Condado,38248,,,,,0,province_has_vp
Conjunto Habitacional Villas del Pedregal,MI,"Conjunto Habitacional Villas del Pedregal, MI",10934,,,,,0,province_has_vp
Conkal,YU,"Conkal, YU",7173,,,,,0,province_has_vp
Conneaut,OH,"Conneaut, OH",12712,,,,,0,province_has_vp
Connellsville,PA,"Connellsville, PA",7515,,,,,0,province_has_vp
Consolacion del Sur,CU,Consolacion del Sur,69857,,,,,0,province_has_vp
Contra Costa Centre,CA,"Contra Costa Centre, CA",5364,,,,,0,province_has_vp
Converse,TX,"Converse, TX",21987,,,,,0,province_has_vp
Convoy Place,NS,"Convoy Place, NS",5581,,,,,0,province_has_vp
Conway,AR,"Conway, AR",51800,,,,,0,province_has_vp
Conway,FL,"Conway, FL",13467,,,,,0,province_has_vp
Conway,SC,"Conway, SC",21053,,,,,0,province_has_vp
Cookshire-Eaton,QC,"Cookshire-Eaton, QC",5344,,,,,0,province_has_vp
Coolidge Corner,MA,"Coolidge Corner, MA",5197,,,,,0,province_has_vp
Coon Rapids,MN,"Coon Rapids, MN",62240,,,,,0,province_has_vp
Coos Bay,OR,"Coos Bay, OR",16700,,,,,0,province_has_vp
Copiague,NY,"Copiague, NY",22993,,,,,0,province_has_vp
Copley,OH,"Copley, OH",13641,,,,,0,province_has_vp
Coquimatlan,CL,"Coquimatlan, CL",13358,,,,,0,province_has_vp
Coquitlam,BC,"Coquitlam, BC",148625,,,,,0,province_has_vp
Coral Gables,FL,"Coral Gables, FL",51117,,,,,0,province_has_vp
Coral Hills,MD,"Coral Hills, MD",9895,,,,,0,province_has_vp
Coralville,IA,"Coralville, IA",20608,,,,,0,province_has_vp
Cordele,GA,"Cordele, GA",10943,,,,,0,province_has_vp
Cordoba (Santa Leticia),VE,"Cordoba (Santa Leticia), VE",11720,,,,,0,province_has_vp
Cordoba,VE,"Cordoba, VE",204721,,,,,0,province_has_vp
Cordova,TN,"Cordova, TN",68779,,,,,0,province_has_vp
Corinth,MS,"Corinth, MS",14866,,,,,0,province_has_vp
Cornelius,OR,"Cornelius, OR",12317,,,,,0,province_has_vp
Cornwall,PE,"Cornwall, PE",6574,,,,,0,province_has_vp
Corona,CA,"Corona, CA",164226,,,,,0,province_has_vp
Coronado,CA,"Coronado, CA",24812,,,,,0,province_has_vp
Corpus Christi,TX,"Corpus Christi, TX",317863,,,,,0,province_has_vp
Corrales,NM,"Corrales, NM",8502,,,,,0,province_has_vp
Corralillo,CU,Corralillo,51881,,,,,0,province_has_vp
Corte Madera,CA,"Corte Madera, CA",9901,,,,,0,province_has_vp
Cortland,OH,"Cortland, OH",6927,,,,,0,province_has_vp
Cos Cob,CT,"Cos Cob, CT",6770,,,,,0,province_has_vp
Cosamaloapan,VE,"Cosamaloapan, VE",30577,,,,,0,province_has_vp
Coscomatepec de Bravo,VE,"Coscomatepec de Bravo, VE",15252,,,,,0,province_has_vp
Cosoleacaque,VE,"Cosoleacaque, VE",22454,,,,,0,province_has_vp
Costa Mesa,CA,"Costa Mesa, CA",113204,,,,,0,province_has_vp
Cotati,CA,"Cotati, CA",7445,,,,,0,province_has_vp
Cote-Saint-Luc,QC,"Cote-Saint-Luc, QC",31395,,,,,0,province_has_vp
Coto De Caza,CA,"Coto De Caza, CA",14866,,,,,0,province_has_vp
Cottage Lake,WA,"Cottage Lake, WA",22494,,,,,0,province_has_vp
Cottonwood Heights,UT,"Cottonwood Heights, UT",34343,,,,,0,province_has_vp
Cottonwood,AZ,"Cottonwood, AZ",11818,,,,,0,province_has_vp
Cotui,DO,Cotui,41641,,,,,0,province_has_vp
Council Bluffs,IA,"Council Bluffs, IA",62799,,,,,0,province_has_vp
Country Club Estates,GA,"Country Club Estates, GA",8545,,,,,0,province_has_vp
Country Homes,WA,"Country Homes, WA",5841,,,,,0,province_has_vp
Countryside,IL,"Countryside, IL",6002,,,,,0,province_has_vp
Couva,TT,Couva,5178,,,,,0,province_has_vp
Covedale,OH,"Covedale, OH",6447,,,,,0,province_has_vp
Coventry,RI,"Coventry, RI",35525,,,,,0,province_has_vp
Covina,CA,"Covina, CA",48984,,,,,0,province_has_vp
Covington,KY,Covington,40961,,,,,0,province_has_vp
Covington,TN,"Covington, TN",9036,,,,,0,province_has_vp
Cowansville,QC,"Cowansville, QC",10887,,,,,0,province_has_vp
Coyula,JA,"Coyula, JA",29674,,,,,0,province_has_vp
Coyutla,VE,"Coyutla, VE",8413,,,,,0,province_has_vp
Crafton,PA,"Crafton, PA",5876,,,,,0,province_has_vp
Cranford,NJ,"Cranford, NJ",22627,,,,,0,province_has_vp
Cranston,RI,"Cranston, RI",82934,,,,,0,province_has_vp
Crescent City,CA,"Crescent City, CA",6783,,,,,0,province_has_vp
Cresskill,NJ,"Cresskill, NJ",8812,,,,,0,province_has_vp
Crest Hill,IL,"Crest Hill, IL",21153,,,,,0,province_has_vp
Crestline,CA,"Crestline, CA",10770,,,,,0,province_has_vp
Crestview,FL,"Crestview, FL",23270,,,,,0,province_has_vp
Crestwood,IL,"Crestwood, IL",10984,,,,,0,province_has_vp
Crestwood,MO,"Crestwood, MO",11966,,,,,0,province_has_vp
Creve Coeur,IL,"Creve Coeur, IL",5272,,,,,0,province_has_vp
Creve Coeur,MO,"Creve Coeur, MO",18276,,,,,0,province_has_vp
Crockett,TX,"Crockett, TX",8569,,,,,0,province_has_vp
Croix-des-Bouquets,HT,Croix-des-Bouquets,229127,,,,,0,province_has_vp
Cross Lanes,WV,"Cross Lanes, WV",9995,,,,,0,province_has_vp
Crowley,LA,"Crowley, LA",13144,,,,,0,province_has_vp
Crowley,TX,"Crowley, TX",14853,,,,,0,province_has_vp
Crown Point,IN,"Crown Point, IN",28879,,,,,0,province_has_vp
Croydon,PA,"Croydon, PA",9950,,,,,0,province_has_vp
Crozet,VA,"Crozet, VA",5565,,,,,0,province_has_vp
Cruces,CU,Cruces,24906,,,,,0,province_has_vp
Crystal,MN,"Crystal, MN",22943,,,,,0,province_has_vp
Cuauhtemoc,CL,"Cuauhtemoc, CL",8602,,,,,0,province_has_vp
Cuautlapan,VE,"Cuautlapan, VE",7549,,,,,0,province_has_vp
Cudahy,CA,"Cudahy, CA",24311,,,,,0,province_has_vp
Cudahy,WI,"Cudahy, WI",18353,,,,,0,province_has_vp
Cuencame de Ceniceros,DG,"Cuencame de Ceniceros, DG",9848,,,,,0,province_has_vp
Cuichapa,VE,"Cuichapa, VE",7697,,,,,0,province_has_vp
Cuitlahuac,VE,"Cuitlahuac, VE",13651,,,,,0,province_has_vp
Cuitzeo (La Estancia),JA,"Cuitzeo (La Estancia), JA",5603,,,,,0,province_has_vp
Cuitzeo del Porvenir,MI,"Cuitzeo del Porvenir, MI",10239,,,,,0,province_has_vp
Culiacan,SI,"Culiacan, SI",808416,,,,,0,province_has_vp
Cumanayagua,CU,Cumanayagua,38687,,,,,0,province_has_vp
Cumberland Hill,RI,"Cumberland Hill, RI",7934,,,,,0,province_has_vp
Cumberland,IN,"Cumberland, IN",5467,,,,,0,province_has_vp
Cumberland,MD,"Cumberland, MD",19075,,,,,0,province_has_vp
Cumberland,RI,"Cumberland, RI",34843,,,,,0,province_has_vp
Cumming,GA,"Cumming, GA",5718,,,,,0,province_has_vp
Cupertino,CA,"Cupertino, CA",60572,,,,,0,province_has_vp
Cushing,OK,"Cushing, OK",7867,,,,,0,province_has_vp
Cusseta,GA,"Cusseta, GA",11267,,,,,0,province_has_vp
Cut Off,LA,"Cut Off, LA",5976,,,,,0,province_has_vp
Cutlerville,MI,"Cutlerville, MI",14370,,,,,0,province_has_vp
Cuyahoga Falls,OH,"Cuyahoga Falls, OH",49146,,,,,0,province_has_vp
Cypress Lake,FL,"Cypress Lake, FL",11846,,,,,0,province_has_vp
Cypress,CA,"Cypress, CA",49290,,,,,0,province_has_vp
D'Iberville,MS,"D'Iberville, MS",11400,,,,,0,province_has_vp
Dade City,FL,"Dade City, FL",6955,,,,,0,province_has_vp
Dakota Ridge,CO,"Dakota Ridge, CO",33892,,,,,0,province_has_vp
Dale City,VA,"Dale City, VA",65969,,,,,0,province_has_vp
Daleville,AL,"Daleville, AL",5141,,,,,0,province_has_vp
Dallas,TX,"Dallas, TX",1304379,,,,,0,province_has_vp
Dalton,MA,"Dalton, MA",7012,,,,,0,province_has_vp
Daly City,CA,"Daly City, CA",106562,,,,,0,province_has_vp
Damascus,OR,"Damascus, OR",10952,,,,,0,province_has_vp
Dana Point,CA,"Dana Point, CA",34181,,,,,0,province_has_vp
Danvers,MA,"Danvers, MA",26493,,,,,0,province_has_vp
Danville,CA,"Danville, CA",44400,,,,,0,province_has_vp
Daphne,AL,"Daphne, AL",24896,,,,,0,province_has_vp
Darby,PA,"Darby, PA",10687,,,,,0,province_has_vp
Darien,CT,"Darien, CT",20732,,,,,0,province_has_vp
Darien,IL,"Darien, IL",22256,,,,,0,province_has_vp
Darnestown,MD,"Darnestown, MD",6802,,,,,0,province_has_vp
Dartmouth,NS,"Dartmouth, NS",101343,,,,,0,province_has_vp
Davenport,IA,"Davenport, IA",101724,,,,,0,province_has_vp
Davidsonville,MD,"Davidsonville, MD",8000,,,,,0,province_has_vp
Dayton,KY,Dayton,5433,,,,,0,province_has_vp
Dayton,NJ,"Dayton, NJ",7063,,,,,0,province_has_vp
Dayton,NV,"Dayton, NV",8964,,,,,0,province_has_vp
