lotd_state_id,name,lat,lon,nationality_id,culture_name,rule_used
729,"Nord-Oueste, HT",19.8301,-72.9141,101,Haitian,caribbean_name
730,"Dajabon, DO",19.3129,-71.5745,102,Quisqueyano,caribbean_name
731,"Isla de Juventud, CU",21.6538,-83.2684,100,Cuban,caribbean_name
732,"Nord, HT",19.4612,-72.3001,101,Haitian,caribbean_name
733,"Santo Domingo, DO",18.4125,-69.9715,102,Quisqueyano,caribbean_name
734,"Santiago de Cuba, CU",20.2399,-76.0269,100,Cuban,caribbean_name
735,"Artibonite, HT",19.2078,-72.5836,101,Haitian,caribbean_name
736,"Granma, CU",20.3639,-77.0241,100,Cuban,caribbean_name
737,"La Romana, DO",18.2006,-69.1560,102,Quisqueyano,caribbean_name
738,"San Pedro de Macoris, DO",18.1919,-69.5970,102,Quisqueyano,caribbean_name
739,"Colotlan, JA",21.1899,-105.5756,707,Occidental Mexican (Nayarit/Jalisco/Colima),mexico_name
740,"La Estrelleta, DO",18.8133,-71.6637,102,Quisqueyano,caribbean_name
741,Aguascalientes,21.2894,-104.0293,702,Norteno Mexican (Durango/Zacatecas/Aguascalientes),mexico_name
742,"San Juan, DO",18.6401,-71.3716,90,Boricua,caribbean_name
743,"Guayalejo, VC",21.4603,-99.4468,706,Altiplano Mexican (Veracruz),mexico_abbr
744,"Centre, HT",18.8722,-72.0298,101,Haitian,caribbean_name
745,"Brainerd, MN",46.8492,-93.7768,337,Midwestern,us_state_default
746,"Pinos, Zacatecas",21.3696,-103.1766,702,Norteno Mexican (Durango/Zacatecas/Aguascalientes),mexico_name
747,"San Luis Potosi, SL",21.0955,-102.1719,705,Norteno Mexican (San Luis Potosi),mexico_name
748,"Azua, DO",18.2691,-70.9521,102,Quisqueyano,caribbean_name
749,"Peravia, DO",18.1770,-70.4023,102,Quisqueyano,caribbean_name
750,"Ciudad Valles, SL",21.2709,-100.7004,705,Norteno Mexican (San Luis Potosi),mexico_name
751,"San Francisco, CA",37.7747,-122.4193,88,Californian,california
752,"Isla de Mona, PR",17.9833,-68.0615,90,Boricua,caribbean_name
753,"Tepic, NA",21.0009,-107.1170,707,Occidental Mexican (Nayarit/Jalisco/Colima),mexico_abbr
754,Veracruz,20.7437,-99.5075,706,Altiplano Mexican (Veracruz),mexico_name
755,Jalisco,20.7417,-104.4979,707,Occidental Mexican (Nayarit/Jalisco/Colima),mexico_name
756,"San Francisco Metro, CA",37.8210,-121.8410,88,Californian,california
757,Quintana Roo,20.9341,-88.1243,722,Mayan Mexican (Yucatan),mexico_name
758,"Axtla de Terrazas, SL",20.8366,-100.4691,705,Norteno Mexican (San Luis Potosi),mexico_name
759,Guanajuato,20.5842,-102.7697,709,Occidental Mexican (Michoacan/Guanajuato/Queretaro),mexico_name
760,"Ouest, HT",18.5222,-72.4147,101,Haitian,caribbean_name
761,Yucatan,20.9376,-89.7038,722,Mayan Mexican (Yucatan),mexico_name
762,"Barahona, DO",18.3340,-71.7191,102,Quisqueyano,caribbean_name
763,"Isla Maria Madre, NA",21.3965,-108.8082,707,Occidental Mexican (Nayarit/Jalisco/Colima),mexico_abbr
764,"Nellis AFB, NV",36.3785,-115.1930,87,Frontier,us_state_default
765,"Isla de la Gonave, HT",18.8545,-73.1220,101,Haitian,caribbean_name
766,Queretaro,20.5406,-101.1570,709,Occidental Mexican (Michoacan/Guanajuato/Queretaro),mexico_name
767,"Huejutla de Reyes, VC",20.6203,-100.2780,706,Altiplano Mexican (Veracruz),mexico_abbr
768,"Pedernales, DO",17.9431,-71.6883,102,Quisqueyano,caribbean_name
769,"Sud-Est, HT",18.2341,-72.3970,101,Haitian,caribbean_name
770,"Puerto Vallarta, JA",20.5948,-107.2245,707,Occidental Mexican (Nayarit/Jalisco/Colima),mexico_name
771,Hidalgo,20.4664,-100.3407,716,Altiplano Mexican (Federal District),mexico_hidalgo_state
772,"Malmstrom AFB, MT",46.6651,-109.3757,87,Frontier,us_state_default
773,"Nippes, HT",18.5238,-73.6125,101,Haitian,caribbean_name
774,"Queens, NY",40.7053,-73.8248,558,New York,nyc_borough_file
775,"Staten Island, NY",40.7597,-74.0662,558,New York,nyc_borough_file
776,"The Bronx, NY",40.8492,-73.8587,558,New York,nyc_borough_file
777,"Brooklyn, NY",40.6576,-73.9561,558,New York,nyc_borough_file
778,"Saint Francis, KS",40.0367,-102.0947,337,Midwestern,us_state_default
779,"Ohio, WV",40.0703,-80.8658,565,Appalachian,appalachian_core
