name,abbr,lon,lat,population,label,source,geoname_id
Plainville,CT,-72.85816,41.67454,17328,"Plainville, CT",geonames,4840767
Poptun,GUA,-89.41694,16.33111,17320,Poptun,geonames,3591181
Ada,OK,-96.67834,34.77453,17303,"Ada, OK",geonames,4529096
Middletown,RI,-71.29144,41.54566,17303,"Middletown, RI",geonames,5223358
Tres Valles,VE,-96.13569,18.23915,17299,"Tres Valles, VE",geonames,11839902
Glassmanor,MD,-76.99859,38.819,17295,"Glassmanor, MD",geonames,4356165
South Orange,NJ,-74.26126,40.74899,17295,"South Orange, NJ",geonames,5104836
Idylwood,VA,-77.21165,38.89511,17288,"Idylwood, VA",geonames,4765553
Seabrook,MD,-76.849,38.974,17287,"Seabrook, MD",geonames,4369076
Durant,OK,-96.37082,33.99399,17286,"Durant, OK",geonames,4535414
Killingly Center,CT,-71.86924,41.83871,17282,"Killingly Center, CT",geonames,4837278
Kings Park,NY,-73.25734,40.88621,17282,"Kings Park, NY",geonames,5123456
Saint-Augustin-de-Desmaures,QC,-71.45131,46.74064,17281,"Saint-Augustin-de-Desmaures, QC",geonames,7535681
Canby,OR,-122.69259,45.2629,17271,"Canby, OR",geonames,5717758
Poplar Bluff,MO,-90.39289,36.757,17266,"Poplar Bluff, MO",geonames,4404233
San Salvador El Seco,PU,-97.64167,19.13325,17263,"San Salvador El Seco, PU",geonames,3517831
Casa Blanca,PU,-98.11889,19.04222,17262,"Casa Blanca, PU",geonames,8858116
Moraga,CA,-122.12969,37.83493,17256,"Moraga, CA",geonames,5374671
Massapequa Park,NY,-73.45512,40.68038,17232,"Massapequa Park, NY",geonames,5126187
Kuna,ID,-116.42012,43.49183,17226,"Kuna, ID",geonames,5597955
Foley,AL,-87.6836,30.40659,17218,"Foley, AL",geonames,4062644
Palmarito Tochapan,PU,-97.63833,18.90135,17213,"Palmarito Tochapan, PU",geonames,3522118
Ruskin,FL,-82.43315,27.72086,17208,"Ruskin, FL",geonames,4170688
Jamay,JA,-102.7094,20.29479,17204,"Jamay, JA",geonames,4004126
Hermiston,OR,-119.28946,45.84041,17201,"Hermiston, OR",geonames,5731070
Nederland,TX,-93.9924,29.97438,17196,"Nederland, TX",geonames,4713932
Petawawa,ON,-77.28007,45.89452,17187,"Petawawa, ON",geonames,6101606
Greenfield,CA,-121.24381,36.3208,17184,"Greenfield, CA",geonames,5354172
Ashwaubenon,WI,-88.0701,44.48221,17176,"Ashwaubenon, WI",geonames,5244267
Santa Barbara,GUA,-91.22685,14.43563,17172,Santa Barbara,geonames,3589475
Barrett Town,JM,-77.80178,18.51491,17169,Barrett Town,geonames,10400280
Live Oak,CA,-121.98052,36.98356,17158,"Live Oak, CA",geonames,5367314
Moroceli,HN,-86.86667,14.11667,17153,"Moroceli, HN",geonames,3604579
Veracruz,PA,-79.62338,8.89319,17144,"Veracruz, PA",geonames,3700164
Okolona,KY,-85.68774,38.14118,17134,Okolona,geonames,4303012
Bayside,CA,-124.06367,40.84235,17132,"Bayside, CA",geonames,5559320
San Salvador Atenco,EM,-98.91867,19.5517,17124,"San Salvador Atenco, EM",geonames,3517832
Wyckoff,NJ,-74.17292,41.00954,17124,"Wyckoff, NJ",geonames,5106615
Woodmere,NY,-73.71263,40.63205,17121,"Woodmere, NY",geonames,5145028
Ciudad Guadalupe Victoria,BC,-115.1031,32.28885,17119,"Ciudad Guadalupe Victoria, BC",geonames,3979505
Huntington,IN,-85.49748,40.8831,17095,"Huntington, IN",geonames,4921725
Imperial,CA,-115.56944,32.84755,17095,"Imperial, CA",geonames,5359052
Wayne,MI,-83.38632,42.28143,17081,"Wayne, MI",geonames,5014224
White Settlement,TX,-97.45835,32.75957,17077,"White Settlement, TX",geonames,4741616
Dumas,TX,-101.9714,35.8615,17074,"Dumas, TX",curated,
Eloy,AZ,-111.55484,32.7559,17059,"Eloy, AZ",geonames,5294167
Grand Gosier,HT,-71.9182,18.18543,17059,Grand Gosier,geonames,3724331
Broad Ripple,IN,-86.14165,39.86671,17041,"Broad Ripple, IN",geonames,4254957
El Segundo,CA,-118.41647,33.91918,17037,"El Segundo, CA",geonames,5345860
Chisec,GUA,-90.28896,15.81311,17018,Chisec,geonames,3598415
Rio Blanco,NI,-85.22354,12.93435,17018,"Rio Blanco, NI",geonames,3617069
Holden,MA,-71.86341,42.35176,17016,"Holden, MA",geonames,4939647
Hutchinson,MN,-94.3697,44.8877,17013,"Hutchinson, MN",curated,
Avenel,NJ,-74.28515,40.58038,17011,"Avenel, NJ",geonames,5095325
East Setauket,NY,-73.10594,40.94149,17006,"East Setauket, NY",geonames,5116060
San Fernando de Monte Cristi,DO,-71.64604,19.84799,17001,San Fernando de Monte Cristi,geonames,3493174
Scarborough,TT,-60.73525,11.18229,17000,Scarborough,geonames,3573703
Vanier,ON,-75.66498,45.4399,17000,"Vanier, ON",geonames,6173404
Goodlettsville,TN,-86.71333,36.32311,16994,"Goodlettsville, TN",geonames,4625282
San Diego,CR,-84.0017,9.90028,16991,"San Diego, CR",geonames,3621926
Fayetteville,GA,-84.45493,33.44873,16990,"Fayetteville, GA",geonames,4194474
Pendleton,OR,-118.7886,45.6721,16989,"Pendleton, OR",curated,
Colchester,VT,-73.14791,44.54394,16986,"Colchester, VT",geonames,5235024
Altoona,IA,-93.46466,41.64416,16984,"Altoona, IA",geonames,4846757
Terrell,TX,-96.27526,32.73596,16981,"Terrell, TX",geonames,4736028
Saint-Joseph,MQ,-61.03905,14.67099,16974,Saint-Joseph,geonames,3569915
Palau,CO,-101.42349,27.89243,16970,"Palau, CO",geonames,3993893
Artesia,CA,-118.08312,33.86585,16961,"Artesia, CA",geonames,5324862
South Ogden,UT,-111.97133,41.19189,16955,"South Ogden, UT",geonames,5781783
Deming,NM,-107.7582,32.2627,16939,"Deming, NM",curated,
La Sierpe,CU,-79.26775,21.77166,16937,La Sierpe,geonames,3551184
Tezoyuca,EM,-98.91084,19.59283,16933,"Tezoyuca, EM",geonames,3817731
La Vista,NE,-96.03113,41.18389,16921,"La Vista, NE",geonames,5071665
Mezquitic,JA,-104.1103,22.2313,16920,"Mezquitic, JA",curated,
Glace Bay,NS,-59.95698,46.19695,16915,"Glace Bay, NS",geonames,5961564
Hanover,MA,-70.81199,42.11316,16906,"Hanover, MA",geonames,4938836
Tanque Verde,AZ,-110.73731,32.25174,16901,"Tanque Verde, AZ",geonames,5316890
Glenvar Heights,FL,-80.32561,25.7076,16898,"Glenvar Heights, FL",geonames,4156857
Centerville,UT,-111.87216,40.918,16877,"Centerville, UT",geonames,5772654
Colwood,BC,-123.48591,48.43293,16859,"Colwood, BC",geonames,5926268
Sibanicu,CU,-77.52561,21.23631,16856,Sibanicu,geonames,3536259
La Libertad,SV,-89.32222,13.48833,16855,"La Libertad, SV",geonames,3585157
Sayville,NY,-73.08206,40.73593,16853,"Sayville, NY",geonames,5136421
Clarksdale,MS,-90.57093,34.20011,16847,"Clarksdale, MS",geonames,4421935
La Magdalena Tlaltelulco,TL,-98.19609,19.28287,16834,"La Magdalena Tlaltelulco, TL",geonames,3815375
Sabana Grande de Boya,DO,-69.79331,18.94498,16834,Sabana Grande de Boya,geonames,3493482
Fairview Heights,IL,-89.99038,38.58894,16827,"Fairview Heights, IL",geonames,4238132
Norwalk,OH,-82.61573,41.24255,16827,"Norwalk, OH",geonames,5165101
San Carlos Park,FL,-81.80147,26.4673,16824,"San Carlos Park, FL",geonames,4171782
Salinas de Hidalgo,SL,-101.71417,22.62795,16821,"Salinas de Hidalgo, SL",geonames,3988169
Yecapixtla,MO,-98.865,18.88333,16811,"Yecapixtla, MO",geonames,3514278
Concord,MA,-71.34895,42.46037,16810,"Concord, MA",geonames,4933743
Springfield,TN,-86.885,36.50921,16808,"Springfield, TN",geonames,4659557
New Milford,NJ,-74.01903,40.9351,16801,"New Milford, NJ",geonames,5101766
Mason,MI,-86.4477,43.9555,16800,"Mason, MI",curated,
North Attleborough Center,MA,-71.32474,41.97263,16796,"North Attleborough Center, MA",geonames,7257726
Country Club Hills,IL,-87.72033,41.56809,16795,"Country Club Hills, IL",geonames,4888892
Lemont,IL,-88.00173,41.67364,16788,"Lemont, IL",geonames,4899581
Sartell,MN,-94.20694,45.62163,16788,"Sartell, MN",geonames,5046001
Dyersburg,TN,-89.38563,36.03452,16781,"Dyersburg, TN",geonames,4619800
Defiance,OH,-84.35578,41.28449,16776,"Defiance, OH",geonames,5151861
Beltsville,MD,-76.90747,39.03483,16772,"Beltsville, MD",geonames,4348353
Bristol,VA,-82.1887,36.5951,16762,"Bristol, VA",curated,
Sainte-Catherine,QC,-73.58248,45.40008,16762,"Sainte-Catherine, QC",geonames,6137780
Centralia,WA,-122.9543,46.71621,16753,"Centralia, WA",geonames,5789683
Zaragoza,PU,-97.55506,19.77097,16752,"Zaragoza, PU",geonames,3514051
Chalmette,LA,-89.96537,29.94296,16751,"Chalmette, LA",geonames,4319518
La Providencia Siglo XXI,HG,-98.71722,20.06417,16747,"La Providencia Siglo XXI, HG",geonames,8858117
Shorewood,IL,-88.20173,41.52003,16747,"Shorewood, IL",geonames,4911418
Ferndale,MD,-76.64024,39.18316,16746,"Ferndale, MD",geonames,4354821
Mount Vernon,OH,-82.48572,40.3934,16742,"Mount Vernon, OH",geonames,5163799
Greenfield Park,QC,-73.46223,45.48649,16733,"Greenfield Park, QC",geonames,5966078
Westchester,IL,-87.882,41.85059,16729,"Westchester, IL",geonames,4916140
Bluffton,SC,-80.86039,32.23715,16728,"Bluffton, SC",geonames,4571722
Tifton,GA,-83.5085,31.45046,16725,"Tifton, GA",geonames,4226552
Auburn,MA,-71.83563,42.19454,16724,"Auburn, MA",geonames,4929417
Nipomo,CA,-120.476,35.04275,16714,"Nipomo, CA",geonames,5377100
Laurel,VA,-77.50887,37.64292,16713,"Laurel, VA",geonames,4768678
Media Luna,CU,-77.43594,20.14211,16713,Media Luna,geonames,3547260
Abreus,CU,-80.5689,22.27776,16711,Abreus,geonames,3569741
Cucuyagua,HN,-88.87385,14.64777,16707,"Cucuyagua, HN",geonames,3613015
San Felipe,BC,-114.84173,31.02526,16702,"San Felipe, BC",geonames,3987224
Taylor,TX,-97.40944,30.57076,16702,"Taylor, TX",geonames,4735702
Coos Bay,OR,-124.2179,43.3665,16700,"Coos Bay, OR",curated,
Ozumba de Alzate,EM,-98.79516,19.03689,16700,"Ozumba de Alzate, EM",geonames,3522232
North Decatur,GA,-84.30603,33.79038,16698,"North Decatur, GA",geonames,4212992
Morganton,NC,-81.68482,35.74541,16692,"Morganton, NC",geonames,4480219
Santa Rosa Treinta,MO,-99.18357,18.70025,16691,"Santa Rosa Treinta, MO",geonames,3515163
Danville,KY,-84.77217,37.64563,16690,Danville,geonames,4289445
Buckingham,QC,-75.4208,45.58563,16685,"Buckingham, QC",geonames,6942645
Los Reyes de Juarez,PU,-97.80379,18.94918,16683,"Los Reyes de Juarez, PU",geonames,3523909
Barrington,RI,-71.30866,41.74066,16669,"Barrington, RI",geonames,5220798
Denville,NJ,-74.47738,40.89232,16669,"Denville, NJ",geonames,5097239
Washington,IL,-89.40731,40.70365,16664,"Washington, IL",geonames,4915545
Phoenixville,PA,-75.51491,40.13038,16658,"Phoenixville, PA",geonames,5205849
Mercedes,TX,-97.91361,26.1498,16657,"Mercedes, TX",geonames,4710749
Center Point,AL,-86.6836,33.64566,16655,"Center Point, AL",geonames,4054378
Camoapa,NI,-85.51277,12.38383,16653,"Camoapa, NI",geonames,3620544
Lemay,MO,-90.27928,38.53339,16645,"Lemay, MO",geonames,4394905
Wolcott,CT,-72.98677,41.60232,16639,"Wolcott, CT",geonames,4845984
Suchiapa,CS,-93.09894,16.62473,16637,"Suchiapa, CS",geonames,3516499
Norcross,GA,-84.21353,33.94121,16634,"Norcross, GA",geonames,4212888
Troutdale,OR,-122.38731,45.53929,16631,"Troutdale, OR",geonames,5757477
Oak Grove,OR,-122.64009,45.41679,16629,"Oak Grove, OR",geonames,5743731
Anahuac,NL,-100.13337,27.24123,16628,"Anahuac, NL",geonames,4013726
North Valley Stream,NY,-73.7018,40.6851,16628,"North Valley Stream, NY",geonames,5129248
Yajalon,CS,-92.33392,17.17291,16622,"Yajalon, CS",geonames,3514349
Easton,MD,-76.07633,38.77428,16617,"Easton, MD",geonames,4353962
Easthampton,MA,-72.66898,42.26676,16611,"Easthampton, MA",geonames,4935582
Bothell West,WA,-122.24064,47.80527,16607,"Bothell West, WA",geonames,7315409
Swift Current,SK,-107.80135,50.28337,16604,"Swift Current, SK",geonames,6160603
Venezuela,CU,-78.79331,21.73792,16601,Venezuela,geonames,3534432
Tahlequah,OK,-94.96996,35.91537,16598,"Tahlequah, OK",geonames,4552707
Hazel Park,MI,-83.10409,42.46254,16597,"Hazel Park, MI",geonames,4995664
Ario de Rosales,MI,-101.70904,19.2083,16595,"Ario de Rosales, MI",geonames,4018254
Douglas,AZ,-109.54534,31.34455,16592,"Douglas, AZ",geonames,5293083
Opelousas,LA,-92.08151,30.53353,16591,"Opelousas, LA",geonames,4336153
Grafton,MA,-71.68562,42.20704,16583,"Grafton, MA",geonames,4938048
Sandalfoot Cove,FL,-80.1869,26.33863,16582,"Sandalfoot Cove, FL",geonames,7260095
Brenham,TX,-96.39774,30.16688,16579,"Brenham, TX",geonames,4676206
Cacahoatan,CS,-92.16417,14.99199,16572,"Cacahoatan, CS",geonames,3531904
Roseau,DM,-61.38808,15.30174,16571,Roseau,geonames,3575635
Opa-locka,FL,-80.25033,25.90232,16565,"Opa-locka, FL",geonames,4167003
Beaver Dam,WI,-88.83733,43.45777,16564,"Beaver Dam, WI",geonames,5245193
Coalinga,CA,-120.36015,36.13968,16564,"Coalinga, CA",geonames,5338196
Nochistlan de Mejia,ZA,-102.84754,21.36355,16562,"Nochistlan de Mejia, ZA",geonames,3994912
Seymour,CT,-73.07594,41.39676,16562,"Seymour, CT",geonames,4842818
Savanna-la-Mar,JM,-78.1332,18.21895,16553,Savanna-la-Mar,geonames,3488613
Guane,CU,-84.0885,22.20397,16548,Guane,geonames,3557758
Cohoes,NY,-73.70012,42.77424,16538,"Cohoes, NY",geonames,5113142
Jenison,MI,-85.79198,42.90725,16538,"Jenison, MI",geonames,4997500
Swansea,MA,-71.18977,41.74816,16525,"Swansea, MA",geonames,4952487
Hidalgo,NL,-100.45221,25.9724,16524,"Hidalgo, NL",geonames,4022735
Donna,TX,-98.05195,26.17035,16523,"Donna, TX",geonames,4686593
Vienna,VA,-77.26526,38.90122,16522,"Vienna, VA",geonames,4791160
Pinewood,FL,-80.21699,25.86898,16520,"Pinewood, FL",geonames,4168659
L'Ancienne-Lorette,QC,-71.35191,46.79392,16516,"L'Ancienne-Lorette, QC",geonames,6534203
Lansdale,PA,-75.28379,40.2415,16512,"Lansdale, PA",geonames,5197159
San Francisco Tlalcilalcalpan,EM,-99.76771,19.29474,16509,"San Francisco Tlalcilalcalpan, EM",geonames,3519249
Guadalupe Victoria,DG,-104.12336,24.44676,16506,"Guadalupe Victoria, DG",geonames,4005380
Sevierville,TN,-83.56184,35.86815,16490,"Sevierville, TN",geonames,4656585
Chickasha,OK,-97.93643,35.05257,16488,"Chickasha, OK",geonames,4533029
Kingsland,GA,-81.68983,30.79996,16487,"Kingsland, GA",geonames,4204007
Uvalde,TX,-99.78617,29.20968,16476,"Uvalde, TX",geonames,4738721
El Crucero,NI,-86.30954,11.99008,16469,"El Crucero, NI",geonames,3619853
Hillcrest Heights,MD,-76.95942,38.83289,16469,"Hillcrest Heights, MD",geonames,4358082
Stuart,FL,-80.25283,27.19755,16462,"Stuart, FL",geonames,4174201
La Esperanza,GUA,-91.5614,14.87169,16461,La Esperanza,geonames,3594703
Fairhaven,MA,-70.90365,41.6376,16453,"Fairhaven, MA",geonames,4936087
Avon,IN,-86.39972,39.76282,16451,"Avon, IN",geonames,4254021
Zachary,LA,-91.1565,30.64852,16448,"Zachary, LA",geonames,4346788
Red Wing,MN,-92.5338,44.56247,16445,"Red Wing, MN",geonames,5042773
San Antonio Acahualco,EM,-99.77169,19.274,16442,"San Antonio Acahualco, EM",geonames,3533490
Sikeston,MO,-89.58786,36.87672,16436,"Sikeston, MO",geonames,4408672
Bethpage,NY,-73.48207,40.74427,16429,"Bethpage, NY",geonames,5108955
Concord,MO,-90.35734,38.5245,16421,"Concord, MO",geonames,4382072
Flowing Wells,AZ,-111.00982,32.29396,16419,"Flowing Wells, AZ",geonames,5294937
Marshall,MN,-96.382,48.3605,16416,"Marshall, MN",curated,
'Ewa Beach,HI,-158.00722,21.31556,16415,"'Ewa Beach, HI",geonames,5855051
Bridgeview,IL,-87.80422,41.75003,16407,"Bridgeview, IL",geonames,4885573
Fairview Park,OH,-81.8643,41.44144,16407,"Fairview Park, OH",geonames,5153680
Laguna Woods,CA,-117.72533,33.6103,16406,"Laguna Woods, CA",geonames,5364369
Canon City,CO,-105.24245,38.44098,16400,"Canon City, CO",geonames,5416005
Mount Clemens,MI,-82.87798,42.59726,16400,"Mount Clemens, MI",geonames,5002656
Saint Michael,MN,-93.66496,45.20996,16399,"Saint Michael, MN",geonames,5045258
South River,NJ,-74.38598,40.44649,16399,"South River, NJ",geonames,5104853
Dajabon,DO,-71.70821,19.54811,16398,Dajabon,geonames,3508952
Fort Thomas,KY,-84.44716,39.07506,16398,Fort Thomas,geonames,4292071
Tlaltenango de Sanchez Roman,ZA,-103.30436,21.78129,16396,"Tlaltenango de Sanchez Roman, ZA",geonames,3987402
Sunset,FL,-80.35228,25.70594,16389,"Sunset, FL",geonames,4174425
Prospect Heights,IL,-87.93757,42.0953,16386,"Prospect Heights, IL",geonames,4906882
Brunswick,GA,-81.4915,31.15,16384,"Brunswick, GA",curated,
San Ignacio de Sabaneta,DO,-71.33932,19.47837,16380,San Ignacio de Sabaneta,geonames,3493383
Griffith,IN,-87.42365,41.52837,16378,"Griffith, IN",geonames,4920986
Estelle,LA,-90.10674,29.84576,16377,"Estelle, LA",geonames,4323873
Schofield Barracks,HI,-158.06515,21.49837,16370,"Schofield Barracks, HI",geonames,7262790
Bon Air,VA,-77.55777,37.52487,16366,"Bon Air, VA",geonames,4748305
Curundu,PA,-79.54612,8.97092,16361,"Curundu, PA",geonames,3711699
Oconomowoc,WI,-88.49927,43.11167,16360,"Oconomowoc, WI",geonames,5265499
Hough,OH,-81.63652,41.512,16359,"Hough, OH",geonames,5158067
Vero Beach,FL,-80.39727,27.63864,16358,"Vero Beach, FL",geonames,4176409
Little River,AR,-94.2065,33.6969,16353,"Little River, AR",curated,
San Pedro Carcha,GUA,-90.31105,15.47745,16353,San Pedro Carcha,geonames,3589643
Yorkton,SK,-102.46766,51.2167,16343,"Yorkton, SK",geonames,6185607
Sunnyside,WA,-120.00865,46.32374,16325,"Sunnyside, WA",geonames,5812604
Brainerd,MN,-94.2008,46.358,16324,"Brainerd, MN",curated,
Lebanon,OR,-122.90703,44.53651,16324,"Lebanon, OR",geonames,5736218
Bayshore Gardens,FL,-82.59038,27.42532,16323,"Bayshore Gardens, FL",geonames,4146934
Tamuin,SL,-98.77972,22.00554,16318,"Tamuin, SL",geonames,3516347
Streetsboro,OH,-81.34594,41.23922,16312,"Streetsboro, OH",geonames,5173210
Lutes Mountain,NB,-64.90504,46.13544,16311,"Lutes Mountain, NB",geonames,6062163
Calhoun,GA,-84.95105,34.50259,16309,"Calhoun, GA",geonames,4185657
Morton,IL,-89.45926,40.61282,16306,"Morton, IL",geonames,4902754
Menomonie,WI,-91.91934,44.87552,16305,"Menomonie, WI",geonames,5262634
Truckee,CA,-120.18325,39.32796,16299,"Truckee, CA",geonames,5403676
Fremont,OH,-83.12186,41.35033,16297,"Fremont, OH",geonames,5155207
Lazaro Cardenas,BC,-115.93137,30.52663,16294,"Lazaro Cardenas, BC",geonames,3979174
Buckhall,VA,-77.4311,38.73178,16293,"Buckhall, VA",geonames,4749627
Gainesville,TX,-97.13335,33.62594,16292,"Gainesville, TX",geonames,4692746
Aberdeen,WA,-123.81572,46.97537,16276,"Aberdeen, WA",geonames,5785243
Hopatcong Hills,NJ,-74.67072,40.94399,16267,"Hopatcong Hills, NJ",geonames,5099292
Waterville,ME,-69.63171,44.55201,16261,"Waterville, ME",geonames,4982236
Oroville,CA,-121.55776,39.51394,16260,"Oroville, CA",geonames,5379759
Roosevelt,NY,-73.58902,40.67871,16258,"Roosevelt, NY",geonames,5134323
Ampliacion San Mateo,EM,-99.14722,19.61639,16250,"Ampliacion San Mateo, EM",geonames,8858118
Penonome,PA,-80.35727,8.51889,16250,"Penonome, PA",geonames,3703068
Beckley,WV,-81.1873,37.7782,16240,"Beckley, WV",curated,
Teolocholco,TL,-98.19083,19.24333,16240,"Teolocholco, TL",geonames,3518475
Teopisca,CS,-92.47288,16.54144,16240,"Teopisca, CS",geonames,3515938
Laconia,NH,-71.47035,43.52785,16227,"Laconia, NH",geonames,5088438
Bellmore,NY,-73.52707,40.66871,16218,"Bellmore, NY",geonames,5108707
Magdalena,JA,-103.9769,20.90686,16214,"Magdalena, JA",geonames,3996910
Hibbing,MN,-92.93769,47.42715,16204,"Hibbing, MN",geonames,5030005
Sudley,VA,-77.49749,38.79289,16203,"Sudley, VA",geonames,4788145
Dublin,GA,-82.90375,32.54044,16197,"Dublin, GA",geonames,4192205
Izamal,YU,-89.01887,20.93315,16195,"Izamal, YU",geonames,3526662
Kuliouou - Kalani Iki,HI,-157.745,21.29713,16195,"Kuliouou - Kalani Iki, HI",geonames,9403721
Medina,GT,-101.6225,21.14972,16166,"Medina, GT",geonames,3996299
Hope Mills,NC,-78.94531,34.97044,16163,"Hope Mills, NC",geonames,4471851
Bucerias,NA,-105.3362,20.75821,16161,"Bucerias, NA",geonames,4016734
Katy,TX,-95.8244,29.78579,16158,"Katy, TX",geonames,4702732
San Francisco,SV,-88.10407,13.69408,16152,"San Francisco, SV",geonames,3583747
Highland Village,TX,-97.04668,33.09179,16149,"Highland Village, TX",geonames,4697645
Ocean Acres,NJ,-74.28098,39.74345,16142,"Ocean Acres, NJ",geonames,4503346
Wolf Trap,VA,-77.28609,38.93983,16131,"Wolf Trap, VA",geonames,4794350
Madison,NJ,-74.4171,40.75982,16126,"Madison, NJ",geonames,5100748
Santa Ana Xalmimilulco,PU,-98.38207,19.21287,16125,"Santa Ana Xalmimilulco, PU",geonames,3514597
San Francisco de los Romo,AG,-102.27216,22.07209,16124,San Francisco de los Romo,geonames,3986985
Portland,TX,-97.32388,27.87725,16116,"Portland, TX",geonames,4720131
Midway,FL,-87.00553,30.40648,16115,"Midway, FL",geonames,7315234
Sulphur Springs,TX,-95.60107,33.13845,16098,"Sulphur Springs, TX",geonames,4734909
Maryland City,MD,-76.81775,39.09205,16093,"Maryland City, MD",geonames,4361831
Tepatlaxco de Hidalgo,PU,-97.97338,19.08067,16085,"Tepatlaxco de Hidalgo, PU",geonames,3515906
Siloam Springs,AR,-94.5405,36.18814,16081,"Siloam Springs, AR",geonames,4131116
Santiago Tulantepec,HG,-98.35563,20.03618,16078,"Santiago Tulantepec, HG",geonames,3516982
Fraccionamiento Ciudad Olmeca,VE,-94.5525,18.15056,16074,"Fraccionamiento Ciudad Olmeca, VE",geonames,8858119
San Juan de Flores,HN,-87.03333,14.26667,16070,"San Juan de Flores, HN",geonames,3601999
Ham Lake,MN,-93.24995,45.25024,16062,"Ham Lake, MN",geonames,5029181
Clarksburg,WV,-80.3445,39.2806,16061,"Clarksburg, WV",curated,
Frankfort,IN,-86.51084,40.27948,16060,"Frankfort, IN",geonames,4920473
West Columbia,SC,-81.07398,33.99349,16060,"West Columbia, SC",geonames,4600541
Siuna,NI,-84.77725,13.73321,16056,"Siuna, NI",geonames,3616253
Dyer,IN,-87.52171,41.4942,16051,"Dyer, IN",geonames,4919820
Mount Pleasant,TX,-94.96827,33.15679,16051,"Mount Pleasant, TX",geonames,4712933
Rye,NY,-73.68374,40.98065,16046,"Rye, NY",geonames,5134693
Fort Hunt,VA,-77.05803,38.73289,16045,"Fort Hunt, VA",geonames,4046704
Americus,GA,-84.23269,32.07239,16028,"Americus, GA",geonames,4179667
Hermitage,PA,-80.44868,41.23339,16028,"Hermitage, PA",geonames,5193309
Buffalo,MN,-93.87469,45.17191,16026,"Buffalo, MN",geonames,5019588
Crawfordsville,IN,-86.87445,40.04115,16024,"Crawfordsville, IN",geonames,4919381
Juchitepec,EM,-98.8788,19.10059,16021,"Juchitepec, EM",geonames,3526355
Lake Mary,FL,-81.31784,28.75888,16021,"Lake Mary, FL",geonames,4161373
Bracebridge,ON,-79.31633,45.03341,16010,"Bracebridge, ON",geonames,5907092
Ukiah,CA,-123.2078,39.1502,16007,"Ukiah, CA",curated,
Republic,MO,-93.48019,37.12005,16005,"Republic, MO",geonames,4405434
Albemarle,NC,-80.20006,35.35014,16003,"Albemarle, NC",geonames,4452303
El Rosario,SI,-105.85419,22.99032,16001,"El Rosario, SI",geonames,3988416
Cherry Hill,VA,-77.26693,38.56984,16000,"Cherry Hill, VA",geonames,4752136
Payson,AZ,-111.3235,34.2309,16000,"Payson, AZ",curated,
San Rafael Tlanalapan,PU,-98.46806,19.29167,15998,"San Rafael Tlanalapan, PU",geonames,8858120
Country Walk,FL,-80.43228,25.63399,15997,"Country Walk, FL",geonames,4152064
Riverdale,GA,-84.41326,33.57261,15989,"Riverdale, GA",geonames,4219001
Abington,MA,-70.94532,42.10482,15985,"Abington, MA",geonames,4928662
Belen Gualcho,HN,-88.8,14.48333,15983,"Belen Gualcho, HN",geonames,3614797
Vicente Guerrero,DG,-103.98247,23.73267,15982,"Vicente Guerrero, DG",geonames,4005857
Floral Park,NY,-73.70485,40.72371,15969,"Floral Park, NY",geonames,5117438
Sangre Grande,TT,-61.13008,10.58705,15968,Sangre Grande,geonames,3573732
Prosper,TX,-96.80111,33.23623,15967,"Prosper, TX",geonames,4720833
Walnut Park,CA,-118.22507,33.96807,15966,"Walnut Park, CA",geonames,5407030
Pecan Grove,TX,-95.73162,29.62607,15963,"Pecan Grove, TX",geonames,4718209
Overland,MO,-90.36234,38.70116,15959,"Overland, MO",geonames,4402178
Grandville,MI,-85.76309,42.90975,15953,"Grandville, MI",geonames,4994391
Candiac,QC,-73.51587,45.38338,15947,"Candiac, QC",geonames,5914826
Four Corners,OR,-122.98371,44.9279,15947,"Four Corners, OR",geonames,5727382
Sunland Park,NM,-106.57999,31.7965,15940,"Sunland Park, NM",geonames,5493403
North Liberty,IA,-91.59795,41.74918,15931,"North Liberty, IA",geonames,4869195
Burlington,KY,-84.72411,39.02756,15926,Burlington,geonames,4286281
Ciudad de Armeria,CL,-103.96417,18.9378,15923,"Ciudad de Armeria, CL",geonames,4018227
Parole,MD,-76.545,38.981,15922,"Parole, MD",geonames,4364964
Vincent,CA,-118.11646,34.50055,15922,"Vincent, CA",geonames,5406421
Southchase,FL,-81.3834,28.39306,15921,"Southchase, FL",geonames,4173600
Tecamac de Felipe Villanueva,EM,-98.96833,19.71306,15911,"Tecamac de Felipe Villanueva, EM",geonames,8858121
La Marque,TX,-94.97131,29.36857,15908,"La Marque, TX",geonames,4704027
L'Assomption,QC,-73.4294,45.82318,15906,"L'Assomption, QC",geonames,6050263
La Palma,CA,-118.04673,33.8464,15904,"La Palma, CA",geonames,5364022
North Arlington,NJ,-74.1332,40.78843,15904,"North Arlington, NJ",geonames,5101873
Seagoville,TX,-96.53832,32.63958,15894,"Seagoville, TX",geonames,4727605
Greater Napanee,ON,-76.94944,44.25012,15892,"Greater Napanee, ON",geonames,5965812
Lebanon,IN,-86.46917,40.04837,15892,"Lebanon, IN",geonames,4922673
Clayton,MO,-90.32373,38.64255,15884,"Clayton, MO",geonames,4381478
Grafton,NH,-71.7238,43.7441,15879,"Grafton, NH",curated,
Pearl River,NY,-74.02181,41.05899,15876,"Pearl River, NY",geonames,5130780
